,herb,target
0,698,5042
1,386,3080
2,1430,2573
3,217,5104
4,898,3053
5,779,2694
6,962,629
7,504,343
8,889,4567
9,80,2509
10,1049,3138
11,1190,1782
12,239,4556
13,1487,3881
14,630,3180
15,22,1558
16,888,545
17,1144,2610
18,632,1527
19,954,28
20,1151,2444
21,699,994
22,22,852
23,602,937
24,94,3490
25,312,706
26,107,352
27,1305,980
28,1229,1355
29,1190,1258
30,605,2395
31,681,3375
32,1063,3147
33,432,3426
34,937,3404
35,527,1182
36,407,3746
37,1022,3111
38,985,4865
39,1256,957
40,579,1488
41,206,2498
42,155,4141
43,1412,4458
44,34,3683
45,466,3307
46,758,1700
47,1094,1792
48,284,800
49,832,2834
50,899,201
51,988,3544
52,1127,903
53,399,4785
54,876,142
55,1388,2434
56,297,3312
57,501,1542
58,826,532
59,564,930
60,1364,3996
61,175,4714
62,378,1698
63,49,3715
64,1408,3899
65,1216,3389
66,527,1146
67,17,4031
68,702,3489
69,59,942
70,1072,4485
71,1056,547
72,602,1501
73,631,3119
74,868,4568
75,458,2261
76,248,3215
77,1066,4039
78,1308,4557
79,25,2726
80,1070,3601
81,1034,188
82,175,3627
83,1410,2350
84,909,3944
85,224,4075
86,880,196
87,503,442
88,952,980
89,1393,1085
90,1117,4284
91,507,3077
92,561,138
93,857,2969
94,1480,975
95,1242,3019
96,198,4179
97,1166,4756
98,645,2193
99,443,5079
100,109,886
101,333,281
102,1044,2365
103,731,1792
104,446,1682
105,303,772
106,684,2736
107,361,1738
108,1209,5137
109,802,1131
110,755,1297
111,706,1747
112,456,3457
113,1076,4587
114,1314,299
115,798,1677
116,1108,3333
117,1312,952
118,591,1697
119,1103,1285
120,825,1515
121,483,2306
122,963,921
123,40,3525
124,460,4407
125,1402,874
126,819,1288
127,1002,308
128,323,793
129,890,4965
130,313,421
131,478,4662
132,453,1042
133,1399,5179
134,1199,1339
135,1479,4298
136,862,83
137,934,2109
138,494,1903
139,408,2523
140,777,971
141,1106,31
142,385,3242
143,450,783
144,703,324
145,531,1738
146,430,891
147,816,4618
148,459,3142
149,601,4967
150,1244,4281
151,350,4099
152,181,478
153,696,2729
154,1459,1969
155,1080,1773
156,1302,2981
157,802,3046
158,313,3098
159,29,4222
160,81,4166
161,1370,3852
162,824,3500
163,285,4947
164,661,485
165,1067,2697
166,1205,3151
167,159,2801
168,129,3816
169,1322,40
170,407,38
171,828,944
172,645,3600
173,309,1909
174,1037,3029
175,1208,3623
176,1036,124
177,167,494
178,96,3758
179,1104,3960
180,946,3049
181,433,1411
182,581,5029
183,538,68
184,1006,4505
185,452,1087
186,13,4550
187,1099,3986
188,338,4880
189,283,2533
190,560,892
191,717,161
192,1318,4872
193,751,314
194,898,1397
195,680,4900
196,993,2167
197,263,2393
198,1021,840
199,827,4023
200,1001,1458
201,195,1863
202,1006,4935
203,1065,4136
204,179,2822
205,1249,5153
206,380,3737
207,1495,865
208,1465,4077
209,128,4773
210,1176,632
211,701,315
212,319,904
213,1011,3239
214,286,3595
215,1240,3563
216,1328,681
217,564,4310
218,419,3059
219,643,2835
220,943,3957
221,1091,1576
222,758,440
223,315,1103
224,1101,308
225,917,1028
226,460,5174
227,36,4542
228,545,5119
229,220,1203
230,1113,3216
231,529,3781
232,1035,918
233,972,764
234,798,2130
235,1036,1644
236,150,264
237,452,3430
238,1131,2377
239,406,1026
240,33,3013
241,670,1789
242,1442,2934
243,826,638
244,572,4535
245,543,1419
246,1434,2109
247,675,4807
248,1340,223
249,575,4453
250,804,1187
251,988,2609
252,472,1335
253,1296,2543
254,518,106
255,1050,2269
256,938,1153
257,1100,2588
258,375,4454
259,219,4971
260,868,4843
261,43,3566
262,340,3508
263,1082,2235
264,526,3135
265,734,2180
266,25,241
267,666,4328
268,1254,2982
269,646,2163
270,1469,5036
271,1198,447
272,1211,1421
273,1366,209
274,1157,4117
275,618,1924
276,538,317
277,851,173
278,57,3538
279,1382,1384
280,1263,1962
281,374,1090
282,1215,4119
283,256,1152
284,603,3993
285,1320,104
286,601,903
287,1492,2032
288,851,3595
289,915,904
290,1453,2685
291,1112,766
292,232,5129
293,698,1681
294,1289,28
295,675,3169
296,298,2798
297,574,3964
298,236,4610
299,339,2975
300,1293,3822
301,192,2901
302,925,2621
303,212,1187
304,879,715
305,808,2414
306,222,1866
307,929,3577
308,1010,2195
309,207,2295
310,1286,813
311,508,3845
312,25,2442
313,90,150
314,1426,1451
315,1031,2438
316,424,110
317,767,2693
318,881,432
319,1460,4757
320,1424,3133
321,780,501
322,26,1405
323,141,4968
324,725,2270
325,1061,3355
326,66,3987
327,715,3141
328,1392,2083
329,721,2177
330,714,2296
331,162,3571
332,1253,4592
333,471,2358
334,637,2721
335,1215,4524
336,418,3291
337,1282,4004
338,1352,5170
339,219,1043
340,926,3029
341,920,4256
342,149,1891
343,405,2742
344,1442,667
345,1248,4172
346,1073,2711
347,550,3587
348,651,3731
349,775,2655
350,182,184
351,277,2656
352,1112,94
353,464,4147
354,1012,987
355,1466,4317
356,743,1954
357,1084,1869
358,86,3259
359,863,3388
360,399,4277
361,120,1104
362,920,4023
363,1001,2393
364,864,4060
365,891,3962
366,1121,4530
367,482,3850
368,561,990
369,925,525
370,408,4485
371,201,4087
372,114,4600
373,33,4597
374,596,4846
375,1447,2697
376,621,947
377,241,1761
378,1235,1752
379,1311,1477
380,733,3174
381,1447,2492
382,766,2059
383,78,1048
384,1308,33
385,445,2201
386,389,3529
387,1186,5194
388,975,5195
389,435,976
390,313,906
391,687,4581
392,1061,2715
393,931,2786
394,845,2720
395,11,3233
396,1073,3369
397,1015,2155
398,1100,3604
399,617,2003
400,848,2362
401,349,2531
402,1067,3085
403,1086,199
404,1082,3434
405,290,4108
406,756,1886
407,79,2250
408,1364,5020
409,826,14
410,463,2364
411,670,1784
412,1004,718
413,210,3702
414,486,2301
415,819,1712
416,1412,3990
417,702,4177
418,1202,2396
419,1158,5088
420,145,294
421,945,3688
422,894,3120
423,870,3666
424,83,2378
425,1348,2251
