,herb,target
0,606,2607
1,699,1056
2,1475,5067
3,1430,2179
4,952,2015
5,749,4983
6,123,4860
7,61,4901
8,987,2661
9,877,2838
10,596,1531
11,1119,901
12,1220,3634
13,769,4115
14,41,1265
15,1490,4866
16,826,2448
17,346,2005
18,889,1823
19,783,845
20,1194,3294
21,1399,255
22,1230,2503
23,179,1138
24,778,1650
25,993,4534
26,33,839
27,1284,322
28,1216,928
29,1450,302
30,911,4289
31,807,34
32,649,3900
33,999,824
34,673,1447
35,340,4539
36,651,5113
37,98,69
38,89,627
39,24,4766
40,1308,4138
41,322,2668
42,241,3536
43,508,1457
44,1270,546
45,776,3169
46,32,2331
47,1143,1486
48,516,4666
49,723,4212
50,410,1127
51,24,419
52,317,1273
53,545,2397
54,1415,4766
55,713,679
56,854,1365
57,390,2283
58,760,281
59,1414,218
60,455,4643
61,722,399
62,397,3758
63,1309,4956
64,875,3371
65,1304,1286
66,669,3528
67,808,364
68,367,3087
69,750,3083
70,320,4815
71,1023,5208
72,474,1324
73,1342,1230
74,183,3752
75,979,2664
76,92,3954
77,182,2716
78,778,1318
79,125,2658
80,299,3458
81,51,1932
82,568,203
83,87,2802
84,186,3738
85,842,4583
86,270,827
87,1478,4850
88,446,4459
89,549,2128
90,873,1423
91,1462,2207
92,660,2314
93,628,3704
94,1449,1595
95,673,315
96,22,2560
97,73,2633
98,1235,2010
99,931,1584
100,445,1634
101,769,1485
102,1005,1791
103,1251,4226
104,181,4315
105,802,524
106,819,3308
107,1047,3070
108,150,730
109,253,1248
110,700,901
111,1245,378
112,339,2880
113,1101,3385
114,1490,2462
115,342,3270
116,177,1017
117,1096,4448
118,1163,2641
119,27,465
120,155,3244
121,1029,4119
122,1085,4369
123,1101,1595
124,648,4995
125,531,2905
126,394,1715
127,1412,1324
128,640,3963
129,1487,409
130,1448,5188
131,1336,3034
132,1441,5002
133,1299,982
134,125,4079
135,495,733
136,718,4036
137,861,1308
138,1170,4228
139,1152,240
140,1241,4077
141,625,2962
142,1381,1152
143,1380,3673
144,721,2946
145,1140,3669
146,1309,1009
147,746,2082
148,664,57
149,262,1760
150,560,4012
151,1495,1787
152,1209,722
153,23,2325
154,713,4787
155,464,39
156,1018,3996
157,1023,3801
158,480,3445
159,399,1423
160,253,1739
161,646,1873
162,1340,3150
163,1407,1412
164,752,3005
165,1250,1952
166,1491,1129
167,1227,4926
168,68,2431
169,1117,2126
170,420,3178
171,790,5172
172,689,1726
173,362,3
174,1069,4836
175,65,1359
176,1446,2354
177,165,2352
178,435,1979
179,1314,3364
180,803,209
181,963,241
182,264,4598
183,1340,1560
184,333,711
185,1052,3404
186,149,4342
187,435,824
188,1048,686
189,189,517
190,901,2752
191,59,4885
192,832,3341
193,1408,3083
194,564,1808
195,149,1676
196,1286,4902
197,250,2873
198,1130,4712
199,2,4345
200,1185,482
201,1301,4549
202,1415,4072
203,988,2410
204,186,2319
205,710,853
206,1367,1590
207,338,4870
208,785,1431
209,1038,4372
210,678,1091
211,321,2276
212,1213,5067
213,1471,2244
214,433,5104
215,622,5093
216,26,4016
217,736,3162
218,975,4426
219,1110,2023
220,740,4428
221,569,1340
222,1320,2868
223,1240,1749
224,145,1851
225,14,4131
226,597,1730
227,1401,3329
228,935,1050
229,525,461
230,430,4444
231,1001,4851
232,1269,3063
233,545,106
234,1441,756
235,716,4749
236,1133,3864
237,1414,2980
238,167,1536
239,1069,3694
240,94,232
241,632,2345
242,17,749
243,1444,4748
244,470,3328
245,172,2344
246,1385,3451
247,198,581
248,622,3501
249,1315,2173
250,20,4645
251,41,4450
252,1016,3895
253,838,518
254,1236,4956
255,1234,2570
256,373,1787
257,1360,1799
258,757,3486
259,1168,3261
260,74,5016
261,1357,3734
262,175,1943
263,1475,4132
264,433,2579
265,1321,3838
266,515,1419
267,66,4068
268,138,1720
269,575,2358
270,72,545
271,138,4170
272,1155,3383
273,1110,426
