,herb,target
0,1285,4550
1,792,4872
2,1296,3130
3,1085,4437
4,1108,924
5,770,1768
6,402,2919
7,672,3460
8,1247,820
9,687,3126
10,1070,3404
11,381,3036
12,1392,2410
13,939,1242
14,1258,3220
15,819,3486
16,1308,333
17,396,2547
18,746,991
19,488,1260
20,18,2741
21,447,281
22,455,1895
23,1413,4297
24,537,156
25,314,3390
26,585,3567
27,287,3212
28,1411,5178
29,912,4368
30,1326,140
31,1454,2462
32,269,1408
33,386,558
34,392,1411
35,1078,4690
36,780,3564
37,388,3630
38,308,229
39,1264,788
40,992,5080
41,415,4541
42,98,3060
43,808,4293
44,290,1942
45,228,1246
46,1215,1654
47,919,4009
48,882,3183
49,702,1789
50,319,2611
51,869,4935
52,582,1565
53,832,4061
54,206,2153
55,1159,180
56,312,2736
57,1248,332
58,139,3789
59,933,1739
60,671,3587
61,687,585
62,45,3394
63,421,1587
64,958,1797
65,863,4763
66,1238,435
67,767,351
68,290,970
69,1080,3455
70,141,1343
71,531,4329
72,902,317
73,637,4426
74,401,1476
75,878,1981
76,136,1976
77,1100,52
78,1077,1364
79,30,3241
80,77,882
81,620,974
82,131,2799
83,607,1158
84,479,1051
85,786,4463
86,497,4849
87,780,269
88,200,3476
89,302,4348
90,590,2093
91,1276,730
92,1350,4624
93,1264,3739
94,935,2693
95,196,764
96,1291,4947
97,703,2417
98,1049,2526
99,929,519
100,1442,2290
101,99,4290
102,296,1544
103,574,3540
104,62,5151
105,905,2560
106,58,4625
107,1454,2143
108,1381,2897
109,687,247
110,791,2888
111,1289,4611
112,1344,3642
113,722,4512
114,1168,1844
115,967,4013
116,25,5214
117,1164,4074
118,744,1284
119,1000,155
120,975,4194
121,1042,1497
122,1018,1420
123,972,1820
124,1041,3943
125,173,2901
126,438,4250
127,200,2463
128,256,3323
129,863,3566
130,1298,434
131,495,2591
132,808,4119
133,295,4220
134,937,4487
135,659,524
136,413,666
137,141,1748
138,108,585
139,452,2346
140,640,31
141,1288,4286
142,963,3880
143,1286,1070
144,1276,2147
145,168,2814
146,1068,2194
147,517,3336
148,880,1243
149,1241,3253
150,350,3644
151,0,2060
152,1475,2996
153,939,2525
154,26,3442
155,890,2536
156,624,3505
157,1479,2203
158,45,2847
159,1053,3809
160,1455,2352
161,103,2267
162,826,4231
163,953,4903
164,78,1424
165,521,2017
166,1047,4214
167,1434,2156
168,687,3353
169,1350,764
170,121,4006
171,1267,5009
172,702,511
173,814,4071
174,1059,1106
175,1405,728
176,1338,4553
177,710,527
178,187,1996
179,423,71
180,88,4185
181,171,137
182,1430,1241
183,428,1644
184,270,4252
185,263,432
186,883,2997
187,31,444
188,307,248
189,382,5218
190,1361,1867
191,306,3331
192,626,1502
193,458,3768
194,385,129
195,1088,995
196,337,3345
197,1292,2494
198,1355,3780
199,636,4806
200,1392,3099
201,490,2822
202,625,801
203,525,1430
204,1493,2985
205,684,1107
206,727,4252
207,560,496
208,1423,3810
209,1104,3565
210,903,4181
211,721,1130
212,274,4342
213,433,4361
214,1300,1090
215,233,2233
216,589,2592
217,473,2590
218,528,2934
219,1138,8
220,385,1141
221,1010,3696
222,4,104
223,560,4033
224,826,2716
225,1018,1564
226,174,1700
227,563,712
228,885,2579
229,546,976
230,951,3042
231,350,1177
232,642,2916
233,490,3794
234,1362,842
235,873,4651
236,274,521
237,129,4042
238,1341,1992
239,365,1433
240,573,21
241,507,2398
242,1317,3185
243,670,2963
244,1437,294
245,1256,4044
246,263,1093
247,224,3495
248,228,2366
249,821,2099
250,435,4583
251,913,880
252,28,3656
253,216,991
254,370,3877
255,699,4774
256,505,2418
257,887,3862
258,1299,1784
259,566,1143
260,1233,2456
261,704,4035
262,282,1369
263,824,2609
264,623,2746
265,1421,2933
266,647,4847
267,791,1420
268,401,3426
269,382,1513
270,793,1548
271,450,1418
272,166,916
273,903,386
274,927,1154
275,314,3694
276,471,2241
277,1338,2925
278,999,1219
279,607,3354
280,719,3714
281,246,1950
282,488,4339
283,666,3060
284,307,1756
285,382,5001
286,395,1075
287,980,415
288,1479,4821
289,1223,3627
290,323,2926
291,249,3211
292,79,5213
293,907,4798
294,523,912
295,910,1960
296,511,5208
297,389,2268
