,herb,target
0,1491,4259
1,1395,2121
2,529,4113
3,106,4360
4,1247,4131
5,37,4898
6,780,2365
7,752,738
8,464,34
9,589,2758
10,592,255
11,79,1456
12,1012,5124
13,1491,4903
14,1284,775
15,742,1869
16,9,396
17,106,1983
18,170,3639
19,671,2942
20,1285,1058
21,116,670
22,1414,2702
23,231,4837
24,854,1428
25,862,824
26,611,1718
27,1292,1965
28,1175,2394
29,1159,3466
30,247,1300
31,475,1052
32,1212,2386
33,876,4472
34,1287,1897
35,121,2623
36,755,4108
37,840,1416
38,1473,2902
39,1314,3385
40,571,3868
41,1158,3862
42,687,1515
43,85,1022
44,471,3369
45,1012,4286
46,879,439
47,1380,4959
48,1088,1303
49,849,4623
50,472,5165
51,951,4548
52,447,2608
53,1005,452
54,823,1559
55,871,3120
56,1411,1666
57,183,3339
58,1113,770
59,291,1939
60,1399,4230
61,622,2997
62,626,4307
63,633,2639
64,1312,2346
65,681,394
66,975,2435
67,1225,4319
68,217,1043
69,1117,767
70,1364,3183
71,142,3955
72,287,455
73,19,3199
74,554,937
75,326,3428
76,1006,4252
77,952,862
78,265,4401
79,1068,2186
80,15,137
81,1288,2241
82,875,1555
83,1049,1259
84,8,3266
85,1023,3761
86,555,135
87,94,2141
88,1007,1054
89,661,3660
90,1163,1644
91,378,4736
92,1169,2006
93,1361,3980
94,1345,2887
95,620,1023
96,1415,4530
97,1145,579
98,1084,4725
99,438,3280
100,703,1633
101,213,2677
102,980,3555
103,439,2967
104,716,4501
105,221,2062
106,649,1399
107,752,2452
108,982,1960
109,230,4984
110,530,5045
111,652,2248
112,894,1230
113,1185,4531
114,401,782
115,585,1834
116,431,193
117,1183,1236
118,1062,2963
119,139,4916
120,578,3497
121,541,2545
122,1367,3938
123,776,2898
124,830,78
125,1363,3922
126,1255,2271
127,738,557
128,365,2687
129,1025,5089
130,286,1050
131,14,439
132,1258,3974
133,385,1136
134,26,4580
135,1052,383
136,227,2718
137,1341,3289
138,1033,3675
139,906,3305
140,222,1261
141,292,1381
142,607,1801
143,196,5141
144,658,70
145,1258,342
146,944,2243
147,1309,4587
148,1014,3655
149,1416,3953
150,140,522
151,161,1646
152,1355,3696
153,1370,407
154,421,1536
155,1483,1388
156,187,5144
157,594,4136
158,1323,2617
159,386,2406
160,1386,1740
161,26,2502
162,1120,1882
163,643,1603
164,965,4305
165,467,4961
166,1403,3821
167,408,1997
168,931,4922
169,1265,2100
170,1116,3801
171,679,4088
172,1185,5212
173,606,4121
174,560,3365
175,1174,1506
176,1344,4185
177,17,2173
178,913,4984
179,228,5075
180,1361,4330
181,733,2540
182,1420,4601
183,1243,782
184,450,4567
185,327,3174
186,1175,3529
187,812,1575
188,695,2944
189,6,2746
190,958,1362
191,1406,564
192,1460,4710
193,1175,1053
194,1148,5118
195,791,351
196,273,1073
197,1180,3034
198,1281,1762
199,753,2024
200,768,2647
201,609,96
202,1249,374
203,121,2113
204,759,293
205,1033,2818
206,772,3501
207,1192,1468
208,149,1101
209,856,1223
210,974,3045
211,1175,234
212,97,1026
213,38,468
214,282,5034
215,188,1750
216,1223,3918
217,124,2919
218,665,3179
219,952,4965
220,183,579
221,1037,1624
222,459,2813
223,1166,1572
224,899,2180
225,1384,3910
226,1047,1199
227,1014,2599
228,544,3145
229,453,792
230,502,245
231,945,1148
232,428,2574
233,707,1752
234,1366,2110
235,95,3951
236,279,3360
237,1226,3501
238,119,3262
239,915,2023
240,166,2534
241,1160,2099
242,441,2495
243,981,424
244,275,2123
245,200,174
246,991,2946
247,220,2491
248,1160,3059
249,1035,2795
250,1201,1968
251,1077,700
252,1272,345
253,419,3076
254,1005,283
255,1280,808
256,920,65
257,1476,1195
258,628,179
259,425,2725
260,1414,637
261,927,3242
262,1395,4254
263,421,4284
264,4,2903
265,1328,732
266,1078,4849
267,1445,2008
268,1476,1843
269,469,1047
270,555,4470
