,herb,target
0,942,5008
1,66,917
2,437,1535
3,901,4572
4,1197,997
5,1100,3195
6,639,1126
7,40,2293
8,4,4961
9,118,544
10,1145,811
11,873,2054
12,688,3156
13,1428,229
14,917,559
15,784,2074
16,170,2913
17,138,4736
18,1152,1290
19,1287,4636
20,23,1010
21,3,3983
22,561,929
23,1299,1433
24,91,1738
25,999,606
26,1270,128
27,141,2515
28,237,1863
29,715,4234
30,817,4247
31,561,1874
32,922,2310
33,216,1976
34,1201,1963
35,1124,3653
36,207,2210
37,971,4509
38,1093,644
39,1129,3844
40,1329,1933
41,1128,616
42,1303,3503
43,1483,2093
44,1381,3473
45,799,2674
46,682,2849
47,298,3128
48,622,2033
49,242,1250
50,546,2616
51,1377,5205
52,1436,1719
53,65,1008
54,1286,3006
55,833,77
56,1449,343
57,1076,2548
58,1328,4492
59,492,2284
60,602,638
61,1293,3105
62,520,4940
63,694,4939
64,570,2968
65,1194,2973
66,1168,1313
67,977,3162
68,305,1365
69,1007,2666
70,1407,3111
71,803,1285
72,726,4863
73,516,4552
74,346,4195
75,1019,2807
76,1158,4312
77,732,475
78,642,2050
79,710,3340
80,199,2542
81,933,393
82,1274,2862
83,1019,4929
84,5,877
85,663,3523
86,938,4500
87,199,1579
88,1458,4271
89,727,1614
90,281,3906
91,861,4473
92,1290,3627
93,611,2898
94,323,11
95,981,4940
96,432,3682
97,730,2765
98,410,1361
99,391,1869
100,1173,2782
101,1431,82
102,1382,4295
103,1439,1357
104,807,2305
105,144,2282
106,1259,1484
107,304,1037
108,22,1408
109,520,4195
110,301,5145
111,670,2729
112,304,2185
113,1076,4334
114,860,2415
115,81,3129
116,1273,3847
117,983,3547
118,559,2491
119,1381,5131
120,1312,589
121,1381,459
122,1019,2863
123,1211,987
124,536,813
125,362,4190
126,908,4985
127,523,4692
128,1390,4381
129,344,1578
130,1403,458
131,709,2189
132,1362,4268
133,8,3154
134,233,3636
135,1421,569
136,954,3206
137,1354,4562
138,734,4086
139,515,242
140,1292,4717
141,527,1828
142,937,649
143,1066,1602
144,657,5217
145,1331,4085
146,873,4616
147,1147,4319
148,1476,3094
149,920,808
150,1323,4719
151,176,340
152,1356,4862
153,844,382
154,1379,1690
155,191,2603
156,905,327
157,65,3131
158,397,146
159,642,1821
160,1297,1466
161,1072,675
162,325,2381
163,596,113
164,296,3198
165,662,1531
166,847,2058
167,982,3200
168,774,1190
169,952,527
170,378,4752
171,2,5039
172,934,926
173,1221,5095
174,1161,3264
175,378,3167
176,144,4864
177,111,923
178,42,2456
179,932,4956
180,278,3504
181,493,3771
182,915,1149
183,535,2191
184,1,4138
185,1318,4842
186,1477,5132
187,1437,791
188,1362,3842
189,481,5121
190,499,5014
191,818,1060
192,765,2574
193,1301,1215
194,385,1805
195,602,2290
196,1439,4708
197,585,4518
198,496,1386
199,1466,4172
200,1361,4654
201,1368,2690
202,711,2144
203,1147,4652
204,1140,4730
205,237,2067
206,180,2741
207,1040,2184
208,1226,1143
209,1122,900
210,924,751
211,502,1490
212,2,3771
213,9,2787
214,812,1547
215,856,3456
216,506,4185
217,280,4480
218,1245,330
219,646,1265
220,226,2341
221,1308,2034
222,303,2433
223,672,2171
224,469,656
225,1199,757
226,1434,1492
227,88,1941
228,92,1492
229,1447,311
230,1350,757
231,676,3808
232,1291,1469
233,1425,4682
234,1110,2740
235,918,3053
236,169,1375
237,1047,3705
238,394,3340
239,322,1867
240,1227,2567
241,431,104
242,890,2656
243,352,1926
244,1006,2374
245,80,1735
246,545,620
247,962,4290
248,827,1955
249,541,534
250,1122,4065
251,242,3724
252,845,1541
253,1366,908
254,838,3601
255,878,1607
256,1041,909
257,1353,1269
258,1200,4358
259,813,5127
260,1013,3996
261,727,3550
262,1172,679
263,190,4855
264,1197,1242
265,569,2985
266,939,486
267,1019,3960
268,1000,1641
269,286,2639
270,569,343
271,736,2643
272,1347,2772
273,151,4690
274,574,2440
