,herb,target
0,713,1554
1,429,4815
2,1432,3696
3,787,3685
4,113,1606
5,328,4761
6,893,2997
7,104,1238
8,798,780
9,1482,372
10,489,3783
11,651,5138
12,1149,5045
13,722,1367
14,1058,3160
15,1082,2876
16,351,2290
17,1133,4004
18,1256,744
19,10,2491
20,1275,1354
21,234,1264
22,300,4702
23,846,547
24,770,5169
25,620,4237
26,349,927
27,129,1034
28,621,24
29,995,3966
30,1012,2555
31,599,2849
32,1053,3905
33,549,4757
34,180,1865
35,393,1778
36,1070,2070
37,498,2700
38,552,2613
39,515,4079
40,547,279
41,685,700
42,299,3159
43,107,5034
44,830,48
45,726,2026
46,1369,4066
47,743,4433
48,872,4573
49,324,4594
50,942,2384
51,578,4376
52,1210,2298
53,1268,2579
54,773,333
55,798,4302
56,612,4580
57,480,1789
58,569,2373
59,1286,967
60,350,955
61,1367,1835
62,1465,2434
63,1404,1335
64,571,2202
65,519,1026
66,787,942
67,612,4766
68,1072,3797
69,1097,3422
70,1468,2100
71,1122,2246
72,31,3175
73,1013,5001
74,1098,392
75,1088,4335
76,683,2684
77,165,1757
78,1037,4826
79,905,1142
80,904,364
81,771,4729
82,1009,4432
83,129,222
84,39,1899
85,1033,2326
86,725,2155
87,99,3837
88,1119,3344
89,1343,3453
90,1356,4490
91,1366,3977
92,591,1657
93,464,151
94,873,1158
95,1355,3903
96,1371,5007
97,1033,2861
98,1208,1889
99,345,2194
100,995,3180
101,233,4010
102,667,4566
103,951,2018
104,1159,641
105,1454,1153
106,685,1521
107,627,4896
108,260,3513
109,217,1019
110,687,2314
111,787,48
112,1107,3924
113,892,4338
114,999,814
115,1335,438
116,759,4785
117,1108,1888
118,590,734
119,1181,1371
120,425,5099
121,771,1869
122,197,164
123,294,669
124,226,797
125,1480,3449
126,291,4012
127,179,1412
128,973,3424
129,682,1708
130,733,1888
131,984,3867
132,593,2450
133,1492,4877
134,1125,4290
135,1305,4837
136,964,3586
137,1283,4660
138,804,2597
139,597,3597
140,1122,2726
141,155,3659
142,633,1447
143,353,284
144,1246,4574
145,435,574
146,70,3431
147,822,537
148,1237,331
149,1002,4232
150,530,4342
151,19,3287
152,637,1017
153,568,1711
154,205,1559
155,1313,1799
156,1082,4403
157,1025,4688
158,1473,2633
159,433,1369
160,628,3481
161,1218,3984
162,173,4546
163,237,4127
164,841,1239
165,1461,3408
166,418,1246
167,1399,1906
168,1291,5093
169,777,3244
170,1146,2572
171,895,1127
172,153,913
173,733,1078
174,730,4886
175,1259,4463
176,31,3219
177,858,4649
178,1110,2460
179,1305,4528
180,813,224
181,381,2011
182,839,2764
183,308,1946
184,447,2637
185,368,2747
186,1082,3012
187,1265,88
188,655,1536
189,536,194
190,614,111
191,341,1971
192,749,3156
193,668,4175
194,641,1298
195,930,2303
196,318,608
197,777,2834
198,1485,3851
199,1001,3335
200,900,3185
201,912,499
202,236,690
203,672,1980
204,484,4287
205,765,3233
206,1243,5180
207,725,591
208,447,1101
209,954,3894
210,1024,1522
211,1308,2881
212,181,2067
213,248,3218
214,737,3401
215,1112,903
216,998,940
217,841,3205
218,422,3095
219,1034,54
220,261,3956
221,794,2780
222,137,1636
223,439,3231
224,882,5066
225,680,3307
226,1447,717
227,1447,1235
228,714,4016
229,1248,2476
230,161,2079
231,1329,2977
232,133,2577
233,1355,394
234,259,3362
235,374,3057
236,140,1192
237,222,4692
238,834,2386
239,877,4356
240,751,2350
241,1182,308
242,1459,4122
243,1135,3767
244,1181,4222
245,21,4921
246,1243,1401
247,313,1383
248,375,1816
249,1466,923
250,1038,721
251,471,1250
252,1408,1024
253,886,810
254,151,2422
255,725,142
256,1337,2765
257,409,5001
258,418,437
259,1308,1181
260,159,2833
261,1010,4394
262,233,1816
263,605,5193
264,261,698
265,820,2225
266,412,4105
267,361,2796
268,778,4173
269,231,3782
270,457,2432
271,1442,2951
272,214,617
273,1175,4004
274,457,3419
275,259,562
276,1159,454
277,632,5029
278,440,3878
279,273,652
280,638,2308
281,810,4397
282,1324,2900
283,786,1132
284,830,187
285,735,546
286,95,2126
287,948,577
288,1401,4504
289,1005,388
290,784,4547
291,678,4786
292,204,491
293,1182,4246
294,32,821
295,941,1053
296,162,3006
297,31,2698
298,1011,2437
299,664,20
300,769,4674
301,367,4754
302,148,915
303,1037,654
304,245,1683
305,732,1469
306,651,3791
307,1452,3319
308,956,1745
309,589,5214
310,1282,1739
311,32,850
312,701,1247
313,34,3668
314,1217,3962
315,36,270
316,1093,4526
317,688,1762
318,1432,2520
319,1056,2212
320,673,683
321,1382,646
322,1471,2131
323,724,2338
324,1106,1142
325,1150,3043
326,364,194
327,550,658
328,236,4936
329,643,4957
330,928,4358
331,1440,941
332,845,2837
333,747,4044
334,70,3128
335,331,2747
336,1042,1159
337,1428,1071
338,117,1785
339,972,2424
340,847,1614
341,674,4792
342,993,2543
343,1274,2930
344,228,1095
345,1038,581
346,991,2756
347,307,4073
348,1450,4060
349,1336,2376
350,1139,3308
351,713,2161
352,1375,908
353,812,3980
354,193,1224
355,689,2273
356,444,4514
357,277,4161
358,207,737
359,22,4580
360,1189,2091
361,290,4752
362,291,606
363,1080,4435
364,429,3007
365,1149,4642
366,920,4501
367,1462,1823
368,1353,1745
369,677,1336
370,1104,4142
371,1163,1801
372,1072,4393
373,1310,4509
374,310,1226
375,868,3068
376,549,2550
377,962,2903
378,472,4865
379,345,4246
380,352,905
381,482,111
382,823,4708
383,911,2782
384,1087,44
385,487,2870
386,307,129
387,281,4606
388,643,288
389,1199,309
390,35,2567
391,1369,3814
392,90,3711
393,952,3283
394,1248,5150
395,298,4591
396,446,2835
397,1108,4927
398,146,382
399,908,4672
400,638,3757
401,150,4837
402,832,1838
403,1073,3538
404,1050,4235
405,1112,2498
406,1434,4236
407,837,1959
408,306,3508
409,141,3064
410,792,2454
411,1440,2022
412,1085,4355
413,558,1736
414,1369,3621
415,1294,2322
416,809,1962
417,911,1915
418,977,1817
419,196,1713
420,394,511
421,545,3266
422,517,4118
423,301,655
424,1387,1259
425,384,283
426,1439,220
427,1077,1022
428,1435,1847
429,1082,3722
430,1055,3817
431,1298,3485
432,533,3229
433,944,1318
434,1351,3293
435,1316,1264
436,675,1502
437,811,4428
438,343,3819
439,535,862
440,1321,4095
441,355,3166
442,261,3482
443,1314,3185
444,47,1928
445,549,601
446,503,1974
447,714,2270
448,1383,1388
449,1012,4026
450,1269,942
451,783,3588
452,798,93
453,667,1860
454,255,2400
455,256,4080
456,641,1946
457,466,4453
458,1062,751
459,676,4468
460,424,1496
461,1277,545
462,1334,2590
463,1420,5065
464,886,322
465,762,4928
466,495,4517
467,223,4086
468,1254,3893
469,200,3268
470,914,2617
471,210,308
472,1418,3592
473,1438,245
474,1051,3849
475,97,1949
476,1448,5123
477,921,1102
478,50,811
479,1230,4508
480,518,3802
481,109,4287
482,1418,5027
483,779,2577
484,148,2981
485,163,3458
486,481,3358
487,429,2455
488,393,247
489,318,1034
490,1259,353
491,254,4292
492,1402,2786
493,86,4868
494,532,3029
495,1228,682
496,155,4235
497,587,281
498,1060,3870
499,951,2425
500,456,4801
501,323,3102
502,881,1740
503,1264,3483
504,677,1652
505,299,2060
506,1461,469
507,1250,3011
508,1288,1438
509,157,2599
510,690,4428
511,15,2476
512,1460,3259
513,890,1997
514,509,1867
515,118,4597
516,851,2818
517,183,1838
518,1076,1869
519,1310,474
520,953,2762
521,386,4892
522,4,1675
523,1178,2343
524,188,931
525,925,4810
526,1261,3611
527,522,4166
528,1147,2408
529,1196,2496
530,1298,723
531,1244,3939
532,1285,20
533,392,3489
534,1278,1537
535,924,3376
536,795,2208
537,727,4793
538,806,4755
539,939,3478
540,1468,3752
541,1208,2053
542,1214,3576
543,1045,734
544,439,4069
545,1102,3988
546,909,2294
547,1244,1018
548,116,1900
549,876,2595
550,390,1985
551,785,1817
552,543,4419
553,834,725
554,1100,3188
555,941,1937
556,552,4361
557,130,26
558,579,4120
559,1078,1100
560,353,2193
561,834,4842
562,433,3141
563,204,1377
564,236,3257
565,1036,34
566,956,3475
567,148,1054
568,1293,1279
569,492,5174
570,516,1747
571,676,184
572,151,236
573,1197,1319
574,302,36
575,1122,1922
576,1193,1640
577,749,1128
578,132,2029
579,275,4849
580,571,4279
581,1326,1386
582,1095,4075
583,300,5159
584,437,4178
585,51,4100
586,994,1261
587,693,1540
588,402,4805
589,1153,3391
590,1178,2307
591,1279,4031
592,39,604
593,687,3808
594,561,2851
595,904,2470
596,645,3642
597,700,3730
598,1411,3123
599,473,1797
600,474,1616
601,525,3548
602,1249,2487
603,710,3302
604,1477,2929
605,571,1984
606,909,3223
607,916,2767
608,86,508
609,1484,2511
610,108,4826
611,359,204
612,211,2234
613,948,2739
614,245,1076
615,501,3750
616,55,4938
617,856,3151
618,64,4293
619,730,761
620,55,1167
621,901,2970
622,618,1603
623,1323,1812
624,348,4787
625,615,2752
626,960,5107
627,1243,5009
628,278,4661
629,1209,2210
630,1401,2441
631,75,988
632,780,1797
633,109,2509
634,1351,1774
635,58,631
636,207,5200
637,1485,2855
638,588,1805
639,210,175
640,1355,2670
641,613,1246
642,800,892
643,1102,3018
644,417,4349
645,173,1680
646,1197,3570
647,910,3013
648,1297,823
649,1431,2139
650,605,516
651,409,4347
652,1400,3435
653,248,3993
654,177,574
655,885,541
656,569,4352
657,549,4981
658,168,2599
659,237,4415
660,872,5065
661,501,3204
662,793,1162
663,6,3241
664,346,4798
665,802,2067
666,1030,571
667,27,4768
668,921,2170
669,882,5153
670,1079,4726
671,915,3998
672,216,873
673,1427,1254
674,1338,4584
675,814,317
676,399,3492
677,905,1377
678,830,1396
679,529,4826
680,1464,299
681,315,3350
682,58,4788
683,303,2706
684,812,3691
685,944,5163
686,1180,3457
687,86,616
688,654,3631
689,461,2254
690,156,661
691,447,668
692,554,2135
693,1002,4183
694,88,648
695,595,3149
696,1317,4190
697,592,5090
698,1409,2663
699,948,3077
700,568,4122
701,1187,4487
702,723,5076
703,896,3857
704,305,55
705,50,3419
706,276,4375
707,1408,1374
708,923,531
709,731,3721
710,213,1893
711,350,915
712,720,1792
713,952,2839
714,1097,1556
715,172,1223
716,370,223
717,290,2843
718,1262,4202
719,577,5157
720,120,2817
721,1249,5020
722,809,3485
723,1357,1990
724,173,121
725,503,454
726,748,1654
727,402,934
728,1155,4584
729,93,1800
730,1394,3304
731,957,400
732,1156,180
733,130,1854
734,538,910
735,1246,3699
736,866,3628
737,344,3320
738,605,761
739,290,4597
740,251,1745
741,1016,4943
742,1093,918
743,938,320
744,1117,1608
745,979,510
746,1320,3239
747,1281,2399
748,1064,150
749,221,3701
750,874,48
751,27,2834
752,1150,3723
753,1167,2002
754,324,1031
755,356,800
756,393,2366
757,253,4836
758,64,2130
759,1347,1548
760,15,4234
761,267,4725
762,900,1751
763,312,2438
764,162,1781
765,456,1777
766,1280,4957
767,788,2035
768,265,1960
769,693,286
770,368,4626
771,190,2689
772,417,1708
773,80,4531
774,1068,2129
775,107,3562
776,1495,3262
777,1473,4552
778,1325,4538
779,1246,2129
780,367,2660
781,695,1378
782,1191,3556
783,1191,800
784,972,4820
785,639,4690
786,1190,1879
787,931,4276
788,818,723
789,1365,3600
790,114,4227
791,385,1172
792,98,2519
793,1366,1548
794,1279,2759
