,herb,target
0,270,5181
1,207,1508
2,41,1128
3,521,3252
4,191,2240
5,1447,3127
6,588,3289
7,479,2600
8,380,1474
9,426,541
10,510,559
11,1381,4512
12,77,329
13,522,708
14,1200,1366
15,190,2337
16,1436,2515
17,942,438
18,232,1488
19,1197,3699
20,367,3018
21,376,5181
22,1021,3171
23,626,4937
24,150,3633
25,64,3699
26,617,843
27,253,1320
28,459,2335
29,932,2287
30,862,3160
31,1424,5181
32,186,3228
33,376,3152
34,1184,722
35,727,4573
36,190,1722
37,920,1686
38,1373,811
39,529,4273
40,1380,1809
41,973,3047
42,1374,1474
43,906,2335
44,502,3049
45,602,2047
46,983,1932
47,1043,4777
48,301,1474
49,1276,843
50,588,5072
51,1450,3250
52,1115,2709
53,967,5176
54,190,1488
55,1249,409
56,1170,857
57,160,1890
58,1345,3093
59,55,2112
60,410,192
61,479,1846
62,237,843
63,235,108
64,1457,2335
65,352,5204
66,1379,17
67,1408,531
68,413,2335
69,570,4273
70,348,521
71,851,4609
72,1393,2566
73,1389,291
74,210,2640
75,1437,2457
76,937,146
77,1231,146
78,630,1320
79,940,3689
80,87,3373
81,270,2287
82,1058,3394
83,1086,492
84,970,1783
85,1085,1018
86,319,843
87,1173,1722
88,807,4512
89,1421,146
90,1170,1795
91,1184,4273
92,270,506
93,82,1701
94,203,77
95,959,2205
96,1129,526
97,406,526
98,1276,2815
99,186,856
100,1289,2337
101,886,1296
102,104,5183
103,1049,1457
104,1284,843
105,823,1488
106,1102,871
107,535,1783
108,973,501
109,1230,1622
110,917,2540
111,87,4736
112,343,631
113,932,4767
114,800,1244
115,1371,469
116,181,843
117,1450,2714
118,1436,3693
119,272,3635
120,1458,2000
121,906,3252
122,588,2337
123,248,2748
124,600,2000
125,1184,146
126,12,843
127,1460,708
128,993,3633
129,759,4250
130,293,492
131,27,634
132,1023,192
133,1036,647
134,893,1587
135,253,3456
136,614,2810
137,1096,4250
138,1073,1688
139,1203,3182
140,817,1339
141,248,3603
142,1433,2346
143,947,1259
144,99,848
145,207,2302
146,731,4736
147,324,1488
148,451,1626
149,163,3171
150,621,1474
151,389,146
152,573,1488
153,191,1722
154,588,3693
155,136,2510
156,22,99
157,1186,2346
158,55,4273
159,1224,1474
160,1031,2596
161,54,4695
162,1155,553
163,862,2189
164,1408,1508
165,1197,3870
166,478,1474
167,851,1240
168,472,2458
169,588,3789
170,678,4752
171,1096,2815
172,1025,2600
173,768,3525
174,720,1353
175,1036,4573
176,245,531
177,1042,5106
178,1115,4511
179,588,647
180,586,1320
181,82,1018
182,449,3965
183,1412,2205
184,175,4983
185,576,5181
186,1037,3252
187,263,3703
188,1212,3781
189,135,4471
190,1371,1474
191,1001,3252
192,88,1445
193,218,4140
194,1249,4674
195,728,3544
196,1028,1474
197,263,1397
198,203,110
199,235,5183
200,876,1018
201,438,4871
202,208,553
203,388,2205
204,245,3171
205,1170,108
206,360,750
207,1155,4348
208,1373,4380
209,626,4674
210,330,4277
211,210,2335
212,864,653
213,1230,4921
214,1458,4512
215,947,1911
216,248,2457
217,1278,1734
218,1234,3037
219,341,2702
220,864,409
221,720,1899
222,1361,1942
223,947,1366
224,242,835
225,1466,501
226,1371,506
227,185,1812
228,370,2709
229,1102,4588
230,1197,3547
231,27,409
232,1361,1694
233,1413,1488
234,620,843
235,1457,986
236,293,1474
237,782,1128
238,760,2335
239,1295,1474
240,1361,468
241,1436,3289
242,441,2302
243,760,1000
244,1105,3699
245,644,662
246,663,1681
247,1054,4221
248,1077,3724
249,1246,2726
250,1164,2780
251,1173,538
252,884,1812
253,797,2780
254,217,192
255,769,1722
256,1197,2655
257,183,1266
258,210,3965
259,1457,894
260,315,78
261,637,4937
262,557,4783
263,626,647
264,459,3171
265,755,2634
266,218,1587
267,728,1508
268,82,4519
269,947,662
270,962,17
271,207,1526
272,1381,5121
273,534,2810
274,1267,1569
275,701,192
276,17,2056
277,296,146
278,3,2607
279,102,2003
280,1202,4273
281,273,1706
282,983,3394
283,1278,1362
284,1249,1706
285,1352,867
286,987,3252
287,1448,2047
288,479,1722
289,360,1734
290,1076,1812
291,978,1060
292,1338,1397
293,560,2711
294,962,1095
295,238,5181
296,947,34
297,1090,1362
298,1457,1885
299,73,1739
300,207,4044
301,178,2726
302,1186,3394
303,637,1812
304,904,602
305,65,647
306,1161,1702
307,1167,324
308,1063,1497
309,82,2047
310,862,345
311,210,3524
312,1030,146
313,932,2518
314,531,1457
315,699,843
316,1043,553
317,324,3252
318,502,2382
319,568,458
320,135,3674
321,711,4167
322,190,4167
323,1013,4779
324,500,857
325,406,2815
326,733,1212
327,1168,5169
328,148,1128
329,1078,1857
330,978,1160
331,1450,526
332,686,1128
333,382,4250
334,326,4348
335,270,2518
336,560,2346
337,1297,2899
338,588,5099
339,529,3394
340,1307,2205
341,1205,2810
342,1112,1857
343,1129,4588
344,786,1972
345,21,3815
346,942,325
347,1195,2000
348,1019,1128
349,561,26
350,418,656
351,1115,3252
352,40,5065
353,851,2372
354,345,146
355,54,4082
356,390,2630
357,152,2335
358,1458,2576
359,984,3252
360,27,1678
361,1450,345
362,242,2810
363,1448,2630
364,1360,1508
365,719,1018
366,278,1212
367,502,68
368,907,1783
369,799,3250
370,1267,1628
371,510,4798
372,1297,1846
373,270,3154
374,82,986
375,663,2000
376,723,4511
377,1458,409
378,1276,1212
379,901,5121
380,261,1885
381,943,4810
382,916,4250
383,355,662
384,942,929
385,761,3252
386,436,722
387,32,2112
388,472,1488
389,1456,1366
390,1144,1734
391,235,1060
392,849,4783
393,64,1871
394,869,4167
395,218,5148
396,1204,4674
397,170,3156
398,274,4273
399,709,2205
400,637,4423
401,179,1128
402,12,1932
403,932,2157
404,242,3699
405,270,2810
406,1430,678
407,517,1812
408,942,903
409,1010,146
410,472,843
411,269,3252
412,584,857
413,1214,1141
414,1295,2951
415,920,707
416,436,5183
417,1313,3436
418,1313,1488
419,203,2717
420,1301,3839
421,738,3171
422,472,1474
423,1173,1320
424,396,1508
425,983,1812
426,553,1488
427,713,3655
428,64,4804
429,947,1018
430,680,2540
431,88,2810
432,420,1457
433,1249,1508
434,701,1316
435,1301,4221
436,439,192
437,1204,4729
438,962,314
439,1054,750
440,993,3171
441,1164,4919
442,743,850
443,210,4059
444,1373,553
445,236,1582
446,1032,1244
447,394,647
448,1450,811
449,1389,5072
450,940,526
451,939,867
452,60,2335
453,731,526
454,1301,4837
455,351,604
456,54,3252
457,1260,4140
458,963,1963
459,1356,3206
460,1246,3018
461,1234,5074
462,920,1488
463,321,750
464,1391,2818
465,1158,3674
466,864,5073
467,287,2717
468,219,2684
469,906,1389
470,1011,656
471,469,4573
472,1069,3859
473,920,2766
474,916,73
475,282,3668
476,395,2634
477,248,796
478,273,1018
479,1205,3394
480,17,1587
481,1421,2441
482,626,2457
483,942,4804
484,1299,2165
485,182,4273
486,916,1846
487,1161,986
488,17,3252
489,1205,3699
490,437,94
491,1447,4777
492,463,3252
493,87,4404
494,512,2205
495,969,3804
496,1412,4612
497,1436,4273
498,1173,2630
499,492,4573
500,648,3317
501,123,4973
502,48,134
503,795,971
504,21,1320
505,876,2630
506,706,2056
507,1450,986
508,1424,871
509,293,3075
510,315,1911
511,1170,4185
512,1195,2205
513,1422,341
514,1381,662
515,1348,4029
516,634,3075
517,396,1000
518,428,2014
519,720,1000
520,1039,2335
521,690,3768
522,690,1060
523,220,3252
524,105,1354
525,983,1022
526,203,2163
527,1322,559
528,1338,2346
529,460,444
530,520,4029
531,220,151
532,916,1871
533,963,1911
534,1242,722
535,988,117
536,1375,3438
537,1380,1722
538,560,2280
539,626,4140
540,1182,3206
541,800,538
542,760,843
543,312,1366
544,1222,4273
545,620,627
546,644,875
547,706,1488
