,herb,target
0,616,3800
1,1156,2684
2,1264,4391
3,1388,5016
4,876,3515
5,388,3675
6,471,1851
7,936,4418
8,1119,4706
9,1100,4016
10,793,1171
11,737,2591
12,536,2776
13,400,5201
14,879,573
15,52,4510
16,111,3220
17,990,3173
18,853,881
19,623,4338
20,197,3727
21,1368,4651
22,1430,2571
23,820,933
24,379,1229
25,1340,4291
26,80,1134
27,122,2666
28,637,4279
29,165,2852
30,700,2484
31,147,4311
32,1355,1884
33,1201,4245
34,808,4174
35,422,1430
36,1107,1087
37,1282,2670
38,1297,2621
39,736,1894
40,549,256
41,506,4943
42,421,835
43,949,4246
44,1432,3502
45,1341,4724
46,447,1043
47,970,4520
48,83,210
49,25,186
50,1383,4458
51,466,2573
52,1173,3204
53,990,3491
54,1167,3112
55,443,4814
56,260,437
57,1310,2954
58,159,1478
59,611,371
60,971,4745
61,788,1041
62,424,2636
63,1230,4932
64,262,2477
65,567,3213
66,642,2362
67,640,1634
68,1168,3186
69,1171,2964
70,157,3530
71,1278,4195
72,1020,4409
73,189,3302
74,588,4478
75,320,4544
76,749,4422
77,189,589
78,310,2969
79,106,3131
80,400,671
81,714,3724
82,433,1817
83,702,3102
84,618,3368
85,440,2429
86,931,3872
87,1419,1964
88,1396,3140
89,1333,998
90,939,1409
91,376,2599
92,1043,3012
93,590,2902
94,994,3199
95,600,5181
96,681,398
97,1077,4008
98,454,4724
99,693,5014
100,1236,3204
101,1379,3995
102,994,4854
103,1382,3961
104,922,1697
105,1126,4728
106,333,478
107,294,4328
108,759,319
109,1433,3663
110,511,2217
111,402,81
112,706,233
113,1354,3386
114,280,2140
115,137,362
116,1168,370
117,454,1130
118,1112,803
119,952,1237
120,1419,2649
121,730,579
122,1003,907
123,1174,4192
124,1400,4450
125,751,3883
126,1287,2629
127,382,4386
128,1361,4650
129,177,532
130,49,354
131,262,3436
132,78,3119
133,474,1239
134,550,633
135,449,4828
136,1349,1566
137,1288,3198
138,807,3443
139,297,2321
140,749,4310
141,697,3514
142,294,3412
143,961,4568
144,1083,3594
145,103,1184
146,489,2034
147,12,3841
148,50,5040
149,290,2139
150,1238,2242
151,854,4301
152,1413,3303
153,408,3317
154,736,3695
155,244,424
156,813,3094
157,1347,745
158,463,4926
