,herb,target
0,423,234
1,1370,2016
2,766,758
3,622,2703
4,1145,1745
5,440,4578
6,1365,316
7,1096,4734
8,842,665
9,65,4635
10,150,4318
11,660,4389
12,1263,3637
13,929,813
14,540,2713
15,132,4382
16,1170,2218
17,903,1691
18,1332,1206
19,920,912
20,206,151
21,818,2841
22,1086,4453
23,532,4439
24,1294,2692
25,963,4445
26,54,2349
27,1493,4702
28,1179,271
29,4,2963
30,1245,1693
31,789,2899
32,577,1398
33,481,4575
34,1259,3103
35,591,3698
36,989,4643
37,1417,5212
38,794,4758
39,366,308
40,599,4625
41,313,941
42,908,4628
43,1401,5099
44,928,4975
45,210,729
46,230,139
47,1098,1459
48,494,2332
49,756,447
50,122,3479
51,1204,36
52,582,3167
53,883,4760
54,167,1869
55,212,374
56,445,3233
57,544,4373
58,1353,2517
59,246,4405
60,1247,1544
61,252,2356
62,299,111
63,1314,1544
64,1470,890
65,765,4192
66,1436,250
67,1226,967
68,1422,1654
69,1008,1912
70,809,3798
71,53,3998
72,278,2637
73,1455,3883
74,578,2833
75,694,1935
76,682,2191
77,137,2126
78,1007,1069
79,322,3188
80,414,656
81,907,339
82,323,3423
83,1246,2891
84,561,3419
85,113,4467
86,452,3509
87,1070,372
88,501,1381
89,818,3152
90,267,2926
91,287,1455
92,30,1443
93,599,2083
94,856,3060
95,919,375
96,1352,873
97,512,2363
98,607,2415
99,93,1267
100,225,4879
101,329,5012
102,579,4544
103,395,1347
104,843,1475
105,879,4130
106,1167,4160
107,1027,515
108,140,3819
109,252,515
110,1303,3243
111,491,2887
112,1338,3290
113,503,3395
114,1465,2310
115,466,1141
116,706,1174
117,862,5082
118,797,3415
119,200,1147
120,1452,2204
121,1192,4248
122,153,4809
123,1001,38
124,579,1873
125,145,420
126,552,767
127,1491,1318
128,927,2093
129,1052,2741
130,101,2066
131,1077,2023
132,1018,1218
133,774,3190
134,1232,3405
135,639,123
136,241,4926
137,1203,3216
138,932,3638
139,1437,4409
140,301,2875
141,902,1693
142,841,3955
143,1155,4859
144,698,3169
145,316,3512
146,495,760
147,635,1354
148,342,4357
149,813,5053
150,466,3923
151,640,3915
152,1147,4882
153,1391,2704
154,194,5001
155,276,161
156,194,2603
157,384,1505
158,1306,2673
159,342,869
160,250,2507
161,790,4330
162,324,1519
163,869,1192
164,720,4368
165,733,566
166,662,776
167,974,398
168,1275,5011
169,110,3602
170,746,4037
171,287,4293
172,1266,2547
173,1244,4960
174,993,958
175,983,2363
176,901,2752
177,706,112
178,1367,1008
179,247,2830
180,1244,1137
181,1121,1948
182,422,1070
183,267,4516
184,636,5002
185,103,3219
186,1458,2847
187,1360,4429
188,1436,1236
189,574,3069
190,19,2748
191,12,5193
192,604,2555
193,1228,2158
194,1035,192
195,1320,1587
196,570,293
197,635,4970
198,1179,4390
199,1462,2339
200,263,2247
201,1237,5203
202,827,1727
203,240,1776
204,103,17
205,781,2967
206,162,4226
207,457,3193
208,761,4733
209,73,117
210,1426,82
211,248,2677
212,262,1413
213,367,2278
214,251,1113
215,1492,2898
216,317,354
217,436,2600
218,1091,411
219,44,537
220,524,405
221,127,3852
222,734,3025
223,799,2066
224,336,3871
225,1212,204
226,171,2311
227,1317,1833
228,640,3083
229,417,2323
230,627,2035
231,1001,1661
232,912,442
233,602,620
234,427,302
235,427,5094
236,171,2382
237,863,3498
238,453,1453
239,317,2033
240,782,3089
241,833,3430
242,1340,3083
243,1394,949
244,538,2122
245,68,4693
246,54,1851
247,1408,3653
248,873,2226
249,635,1449
250,958,3055
251,20,3520
252,1121,3819
253,9,5020
254,509,4848
255,1065,823
256,762,4364
257,1305,3085
258,1217,2783
259,1069,5087
260,83,4644
261,621,2437
262,269,660
263,899,5063
264,1282,1328
265,770,4191
266,179,1268
267,1444,5014
268,21,2301
269,730,1577
270,351,132
271,391,1324
272,1212,1764
273,654,2326
274,692,3876
275,1068,3978
276,1099,3005
277,267,3722
278,709,2680
279,687,637
280,274,2028
281,1022,3646
282,158,2308
283,873,494
284,920,1796
285,1367,2091
286,1483,4288
287,236,4681
288,842,445
289,246,2360
290,1362,3763
291,458,588
292,514,4335
293,694,1480
294,978,1294
295,1331,4519
296,707,4541
297,744,720
298,841,3145
299,938,1940
300,1076,2926
301,1351,2954
302,49,110
303,1117,5023
304,170,381
305,294,254
306,1262,1950
307,1464,411
308,1015,3307
309,106,3742
310,661,1477
311,1211,697
312,547,767
313,480,4474
314,1324,1681
315,1094,4915
316,542,2312
317,209,4570
318,974,231
319,485,1268
320,1073,1512
321,1073,234
322,1032,2167
323,1003,1879
324,1318,2587
325,270,2380
326,1450,623
327,502,1273
328,1447,1498
329,519,1948
330,1282,1750
331,573,1522
332,1490,3326
333,511,253
334,33,1719
335,1049,4861
336,1006,2123
337,812,3038
338,565,4342
339,1101,5062
340,498,5195
341,306,4663
342,1264,3801
343,723,3988
344,725,2293
345,296,2604
346,427,3282
347,223,3537
348,974,2526
349,1094,4250
350,411,4131
351,491,420
352,1414,4598
353,801,989
354,175,1850
355,1056,3062
356,579,1843
357,1169,4189
358,547,1242
359,377,2458
360,100,1518
361,1303,4349
362,1314,3954
363,868,4940
364,260,3613
365,785,5209
366,401,3284
367,120,3776
368,1051,4663
369,366,1449
370,545,2621
371,24,4838
372,1206,634
373,281,1158
374,219,1360
375,962,4929
376,445,1789
377,786,2406
378,996,3418
379,511,3767
380,177,2666
381,1371,726
382,277,2484
383,694,4929
384,478,3044
385,312,4904
386,208,1131
387,295,2372
388,1181,3788
389,593,2524
390,752,4997
391,845,3477
392,193,3944
393,361,3533
394,737,2612
395,383,1873
396,323,953
397,16,1314
398,361,1861
399,941,4337
400,1287,818
401,506,5089
402,1274,2725
403,1094,2337
404,1131,2812
405,357,2467
406,714,2531
407,798,2670
408,912,705
409,243,809
410,523,516
411,477,4664
412,615,1623
413,786,4718
414,337,230
415,632,4359
416,364,2377
417,1067,1712
418,577,2950
419,916,4943
420,254,4871
421,578,4228
422,1466,919
423,1059,2587
424,225,5076
425,990,1360
426,1335,1415
427,587,4566
428,764,2011
429,1302,4265
430,827,2723
431,1115,3529
432,319,1996
433,1460,3314
434,698,496
435,828,268
436,1469,3199
437,679,2299
438,547,1378
439,751,2194
440,595,2476
441,1309,2281
442,577,1357
443,307,4797
444,775,4999
445,355,2336
446,771,1750
447,632,1777
448,644,3795
449,1081,4080
450,87,1386
451,981,3008
452,459,1559
453,929,1893
454,971,2372
455,1018,639
456,396,418
457,231,2479
458,551,3076
459,874,747
460,235,2062
461,374,3040
462,440,2643
463,1443,249
464,1190,3311
465,395,1185
466,508,1492
467,692,5113
468,827,828
469,879,817
470,457,47
471,322,1974
472,545,4886
473,844,3134
474,664,4688
475,294,5033
476,876,2642
477,6,4363
478,761,107
479,1096,4691
480,299,1644
481,153,2780
482,950,3992
483,57,166
484,1481,1263
485,107,541
486,1126,3973
487,1201,1633
488,1241,3276
489,693,1625
490,936,1059
491,195,1727
492,1481,3761
493,815,4686
494,702,4433
495,456,4135
496,1119,675
497,986,1726
498,121,4661
499,810,110
500,20,867
501,296,3379
502,750,3257
503,1015,4021
504,964,1226
505,1240,3641
506,682,2457
507,708,2467
508,753,5154
509,279,3995
510,173,279
511,976,763
512,1322,866
513,1447,1432
514,1004,1908
515,903,820
516,479,388
517,332,4656
518,1159,2071
519,20,905
520,283,3370
521,364,441
522,856,2787
523,1329,4131
524,809,1066
525,645,352
526,427,2314
527,642,3639
528,1446,2512
529,321,2497
530,362,4046
531,938,4300
532,1125,2296
533,989,4167
534,753,1208
535,1082,4633
536,1128,4473
537,144,3380
538,52,3982
539,1091,141
540,744,2533
541,42,1858
542,345,1618
543,1360,2417
544,1188,2627
545,504,3176
546,142,400
547,1401,3805
548,219,2796
549,1393,4708
550,1402,1726
551,679,2020
552,630,1859
553,288,1915
554,108,2535
555,478,1902
556,63,4530
557,1035,1704
558,1370,4996
559,1151,267
560,1009,3604
561,676,2272
562,800,4804
563,1392,4013
564,786,2329
565,667,3807
566,763,4783
567,1383,403
568,940,4310
569,163,1566
570,635,2995
571,479,1737
572,1403,188
573,720,4402
574,1176,4004
575,1407,4749
576,145,3617
577,1163,2265
578,630,5067
579,596,1425
580,1021,3613
581,407,931
582,212,4354
583,792,3332
584,208,3710
585,801,3089
586,551,114
587,513,1992
588,1458,1602
589,376,635
590,1183,957
591,563,2398
592,443,3062
593,42,2785
594,379,2618
595,1319,1117
596,149,4196
597,350,2989
598,893,189
599,857,3825
600,794,2065
601,394,3982
602,242,4221
603,42,928
604,1228,1831
605,1423,714
606,1222,1442
607,955,1185
608,548,1409
609,605,4156
610,1171,4452
611,301,2098
612,624,3886
613,1168,4026
614,455,1528
615,139,3621
616,1155,1375
617,810,865
618,46,413
619,1158,3380
620,964,3385
621,1479,1838
