,herb,target
0,1209,5180
1,1317,467
2,1132,3914
3,1073,3403
4,392,679
5,1081,555
6,1320,3789
7,197,626
8,1445,3953
9,628,4165
10,984,1085
11,187,3498
12,137,4116
13,697,4685
14,1089,4657
15,642,1282
16,226,305
17,42,4550
18,992,2921
19,771,1472
20,1204,785
21,449,3662
22,1462,2390
23,188,2451
24,475,2850
25,440,672
26,51,980
27,787,1544
28,278,228
29,665,3958
30,640,2566
31,1242,2245
32,172,3405
33,745,3971
34,199,1969
35,792,1584
36,1267,2784
37,461,2222
38,1397,3469
39,117,4320
40,673,2879
41,203,2893
42,73,1637
43,366,3147
44,1360,58
45,809,1260
46,533,4401
47,181,1062
48,394,3068
49,367,4025
50,1478,2686
51,467,2374
52,23,3346
53,734,926
54,1389,2101
55,1398,1913
56,1263,3645
57,922,4186
58,916,3008
59,189,466
60,1007,511
61,539,3541
62,124,3910
63,846,2568
64,718,1331
65,1146,3132
66,973,3591
67,371,4673
68,1308,2297
69,451,660
70,1089,2312
71,523,1342
72,259,556
73,170,2291
74,861,509
75,1478,1632
76,844,728
77,453,343
78,1214,2176
79,1445,1600
80,1018,45
81,1377,280
82,289,1120
83,1322,2718
84,199,4188
85,908,568
86,538,2391
87,1007,3348
88,642,2472
89,1063,5195
90,186,4146
91,822,4697
92,1105,862
93,250,3031
94,1457,695
95,441,4122
96,315,4181
97,617,336
98,48,1801
99,481,2193
100,1137,4738
101,1035,2048
102,489,2350
103,1074,163
104,975,4614
105,997,4923
106,407,1567
107,222,2492
108,177,398
109,1309,4787
110,1078,3021
111,453,2531
112,822,1091
113,716,1579
114,182,4711
115,892,3835
116,71,4965
117,174,3799
118,770,655
119,905,1928
120,523,4318
121,795,1237
122,1194,4458
123,919,4160
124,1084,459
125,51,4928
126,994,5075
127,901,4445
128,784,4456
129,790,700
130,36,4060
131,392,4710
132,1015,162
133,989,2222
134,1173,240
135,339,1451
136,118,350
137,1049,2812
138,1222,2954
139,348,2324
140,702,492
141,511,1597
142,1168,529
143,1219,3493
144,1444,4387
145,898,1310
146,440,4401
147,1274,1804
148,749,3914
149,832,695
150,729,3688
151,863,175
152,1109,1634
153,617,4328
154,1020,164
155,178,1984
156,1064,1134
157,1030,1614
158,842,3922
159,747,3722
160,994,1442
161,141,2585
162,854,3095
163,1240,2451
164,1090,1661
165,333,3136
166,842,2964
167,69,1154
168,436,1450
169,1151,3295
170,656,1391
171,137,4651
172,1236,2930
173,375,2072
174,253,4822
175,73,4162
176,467,4642
177,266,3075
178,1391,3062
179,1012,552
180,444,199
181,504,3247
182,1033,1123
183,906,1979
184,1442,1226
185,274,2263
186,98,32
187,543,3352
188,1337,601
189,299,156
190,1250,1026
191,259,1802
192,1297,826
193,249,2308
194,434,4480
195,403,2121
196,147,2809
197,296,4137
198,380,4563
199,49,2224
200,1451,1088
201,354,2769
202,100,34
203,1244,2306
204,1115,3014
205,1273,269
206,487,3652
207,992,796
208,1276,3479
209,1467,1694
210,1331,309
211,1425,2664
212,208,2667
213,1484,3204
214,1264,3398
215,1141,1631
216,33,2697
217,472,4375
218,561,2833
219,1225,4110
220,851,4175
221,202,3599
222,219,2183
223,492,4588
224,49,2418
225,971,1799
226,384,3690
227,514,1236
228,575,264
229,218,915
230,126,633
231,622,66
232,696,443
233,107,1915
234,114,1163
235,701,717
236,362,2664
237,849,5018
238,843,1941
239,793,933
240,672,2588
241,807,1193
242,38,3234
243,241,636
244,1009,1195
245,1072,3157
246,146,1096
247,1188,2063
248,905,2607
249,1012,2579
250,560,2699
251,1405,5062
252,1473,4072
253,218,1947
254,1187,2327
255,1291,64
256,1069,2129
257,822,5128
258,691,582
259,301,5168
260,570,1628
261,725,341
262,1155,392
263,1166,4531
264,33,517
265,329,2712
266,1376,1373
267,1116,4421
268,664,134
269,1228,2748
270,1019,3951
271,1059,2973
272,1113,4559
273,379,1950
274,607,259
275,205,4246
276,1458,2766
277,160,2451
278,906,2057
279,631,4714
280,490,247
281,1418,5099
282,157,1938
283,1257,2039
284,725,748
285,172,3417
286,656,3021
287,618,4782
288,119,3017
289,596,5160
290,132,1598
291,979,4191
292,1071,592
293,517,5008
294,1433,1469
295,1351,3263
296,641,3175
297,52,1665
298,111,75
299,367,4255
300,1211,3662
301,1265,1777
302,1485,4912
303,1419,268
304,536,4400
305,976,2999
306,827,2847
307,1470,2702
308,1014,2606
309,317,2933
310,1132,1781
311,187,1995
312,888,1787
313,532,27
314,345,733
315,250,1964
316,121,2146
317,58,599
318,587,5125
319,988,4669
320,46,4650
321,1300,3465
322,256,485
323,144,357
324,811,5109
325,706,3814
326,717,2729
327,907,4797
328,446,94
329,1480,3487
330,781,503
331,767,886
332,1124,699
333,295,3718
334,379,927
335,1332,2882
336,109,1499
337,465,4406
338,984,4730
339,235,5101
340,1149,1950
341,721,1756
342,180,4170
343,74,941
344,212,2040
345,1474,4613
346,1033,3290
347,265,1205
348,827,2324
349,667,123
350,69,327
351,787,4950
352,1306,4333
353,610,463
354,40,4779
355,1199,4125
356,128,834
357,1096,2861
358,1314,4346
359,759,4724
360,195,2934
361,663,3455
362,200,5126
363,1095,1965
364,987,583
365,441,4513
366,1481,3154
367,270,243
368,1341,1814
369,399,5211
370,775,1265
371,5,2836
372,728,271
373,1412,116
374,1421,4399
375,15,4071
376,740,1213
377,29,892
378,825,2199
379,279,4486
380,710,2753
381,265,1208
382,262,2504
383,494,4594
384,776,866
385,1440,3041
386,29,500
387,586,1324
388,1009,338
389,991,1145
390,663,4851
391,42,4616
392,1080,3672
393,434,1270
394,446,2727
395,1271,2980
396,1470,3369
397,50,3887
398,1107,2785
399,1031,1966
400,1321,1429
401,209,3516
402,1435,677
403,947,213
404,764,503
405,838,3760
406,587,816
407,900,2221
408,805,4595
409,230,3989
410,650,1369
411,1166,1426
412,858,14
413,1288,3612
414,1336,1847
415,855,4509
416,96,3361
417,80,101
418,373,1026
419,764,4649
420,974,106
421,893,5020
422,89,792
423,1394,1114
424,419,3964
425,55,4228
426,690,5029
427,1368,1612
428,577,3939
429,432,511
430,314,5053
431,1452,1814
432,719,4197
433,635,3826
434,1016,991
435,71,4206
436,657,4847
437,720,1301
438,1045,3691
439,1450,1769
440,699,3530
441,1189,4372
442,484,908
443,1195,2453
444,1041,1439
445,137,1108
446,879,1532
447,1273,667
448,293,4523
449,1465,4408
450,710,3409
451,476,2934
452,73,1860
453,504,4043
454,610,4616
455,100,1954
456,1122,4390
457,1150,4897
458,307,3925
459,906,1137
460,330,4198
461,1204,945
462,81,4918
463,553,1137
464,675,4743
465,1191,4035
466,947,4549
467,328,3758
468,446,2777
469,838,3380
470,1363,102
471,617,1732
472,595,1753
473,1397,3572
474,246,3869
475,1425,192
476,1414,1671
477,1270,2986
478,1101,4349
479,22,3324
480,1457,5071
481,574,1282
482,1395,4106
483,1110,2762
484,1028,1065
485,383,1236
486,143,5061
487,1051,1875
488,794,1727
489,415,3570
490,1113,5062
491,1131,2007
492,444,771
493,526,2531
494,1103,2627
495,1188,3975
496,942,4399
497,645,978
498,1076,945
499,1496,4319
500,16,2909
501,964,2735
502,695,5180
503,1170,3242
504,846,3808
505,401,3597
506,958,4502
507,95,3310
508,128,153
509,1023,978
510,45,873
511,784,2413
512,142,3489
513,387,1480
514,177,4388
515,495,2948
516,1357,1992
517,1059,2392
518,1185,2568
519,268,3098
520,57,2847
521,1158,2610
522,1012,713
523,654,3600
524,1364,2198
525,849,2914
526,3,175
527,1462,4646
528,637,4712
529,417,2836
530,1188,3126
531,135,2536
532,1483,5143
533,525,2579
534,89,2412
535,1085,3495
536,94,262
537,919,1354
538,846,2760
539,225,1263
540,619,4460
541,1225,2002
542,196,844
543,768,1043
544,1035,2661
545,625,3820
546,144,3994
547,537,1040
548,1119,3419
549,1049,164
550,517,3571
551,362,1272
552,79,271
553,641,4778
554,460,4671
555,444,1098
556,1469,2003
557,455,2155
558,187,2224
559,0,5179
560,294,1041
561,664,3571
562,891,786
563,835,408
564,1016,2148
565,1111,4389
566,623,4905
567,1479,3990
568,481,3986
569,1069,2225
570,929,3968
571,715,158
572,186,4058
573,864,768
574,679,4972
575,1358,1252
576,1445,791
577,716,4371
578,430,752
579,970,547
580,1130,2735
581,966,4142
582,798,496
583,891,4480
584,88,1328
585,818,2012
586,299,1998
587,881,1956
588,1307,2432
589,1070,4874
590,426,77
591,1067,1653
592,555,3540
593,293,3096
594,1418,4403
595,866,293
596,556,1560
597,526,2120
598,1180,5112
599,1246,2645
600,524,2529
601,261,4310
602,1447,34
603,151,1095
604,630,3855
605,1310,2520
606,1152,103
607,445,4807
608,1246,4013
609,401,144
610,834,1438
611,924,2225
612,35,4482
613,361,4017
614,194,2281
615,353,2937
616,356,4707
617,432,3890
618,15,3896
619,1374,188
620,429,2616
