,herb,target
0,160,3205
1,380,3689
2,166,3519
3,864,663
4,1046,1839
5,450,4708
6,1479,450
7,190,2801
8,1207,4660
9,1096,786
10,404,4431
11,1026,1226
12,1465,1878
13,119,2771
14,504,1257
15,1130,3181
16,336,1882
17,1120,3890
18,163,2734
19,1296,4675
20,55,210
21,507,4720
22,526,506
23,349,1382
24,22,3196
25,713,4298
26,2,1345
27,822,4118
28,1030,997
29,1217,4434
30,271,2585
31,1387,2175
32,1294,1793
33,226,3614
34,928,836
35,126,344
36,212,942
37,1087,4296
38,342,2048
39,1243,3536
40,1157,167
41,565,3471
42,1418,1372
43,132,4741
44,838,1563
45,559,4132
46,1035,1231
47,952,4189
48,230,1702
49,1059,1771
50,274,5156
51,513,472
52,1092,1778
53,899,1842
54,1380,105
55,899,2888
56,99,3649
57,612,3671
58,616,3672
59,213,3360
60,49,1371
61,77,3481
62,373,3316
63,1293,2505
64,1447,88
65,820,4444
66,846,4863
67,448,2092
68,1314,5180
69,1348,2997
70,819,1156
71,477,1757
72,203,4565
73,278,2708
74,1225,2154
75,1247,1886
76,1053,2259
77,739,2336
78,337,3038
79,1371,5109
80,184,2980
81,360,4981
82,554,1673
83,734,3680
84,961,4193
85,400,4252
86,468,1554
87,1339,3989
88,1457,480
89,41,1892
90,610,1591
91,75,334
92,599,2681
93,876,1338
94,1073,931
95,940,3129
96,805,54
97,872,2317
98,1138,5118
99,340,484
100,861,5079
101,1006,1794
102,1391,2370
103,1256,414
104,960,389
105,161,3452
106,940,1017
107,23,443
108,950,4150
109,119,672
110,944,2795
111,1286,2425
112,134,954
113,323,279
114,1141,1811
115,1198,2865
116,1397,988
117,1196,4167
118,921,914
119,245,4629
120,296,1098
121,1097,1695
122,1317,1187
123,921,5098
124,268,1486
125,1397,4340
126,476,1136
127,1331,1066
128,638,331
129,418,4512
130,227,3376
131,724,3825
132,9,1823
133,252,1788
134,609,3661
135,1004,403
136,370,2685
137,607,977
138,599,3659
139,710,2259
140,1235,2745
141,1395,3043
142,278,3571
143,1448,2827
144,850,1922
145,1131,4374
146,774,769
147,144,3984
148,600,3108
149,1424,2881
150,299,1723
151,694,2712
152,1018,1451
153,141,3829
154,448,1363
155,342,890
156,82,3439
157,224,4163
158,258,1583
159,36,2839
160,65,951
161,158,300
162,171,4460
163,47,4753
164,582,188
165,466,263
166,985,4814
167,1079,2314
168,787,525
169,42,4291
170,1065,64
171,918,5173
172,624,3987
173,580,2313
174,469,1448
175,556,4246
176,294,2740
177,694,5218
178,357,4863
179,472,20
180,1040,3992
181,300,622
182,283,4957
183,1445,4471
184,237,998
185,45,3197
186,1432,4580
187,824,4672
188,90,3050
189,739,4496
190,899,1797
191,731,1816
192,1395,293
193,979,1438
194,597,2659
195,515,1982
196,73,4639
197,1136,1463
198,580,1022
199,1091,909
200,1094,3583
201,511,1824
202,1270,4511
203,290,5190
204,1287,4619
205,122,2273
206,1150,105
207,508,2163
208,181,3910
209,956,3966
210,1264,2140
211,958,4493
212,855,270
213,510,4759
214,1465,3009
215,505,4464
216,635,1789
217,165,2220
218,210,5101
219,1048,2673
220,1358,3404
221,1035,261
222,968,4130
223,811,785
224,678,3761
225,700,1099
226,1256,506
227,615,3320
228,507,4372
229,423,2043
230,1123,1957
231,665,692
232,545,3219
233,1056,3777
234,724,2783
235,1321,1758
236,1409,97
237,983,1137
238,888,3078
239,319,218
240,940,2367
241,723,2869
242,793,3043
243,1331,2606
