,herb,target
0,915,2773
1,383,4330
2,179,2516
3,322,1508
4,23,1301
5,1489,2276
6,121,172
7,1135,502
8,945,319
9,958,1397
10,866,2483
11,1305,1409
12,922,2369
13,1036,496
14,32,1233
15,1382,3633
16,211,5096
17,1397,162
18,94,791
19,567,4125
20,1172,4780
21,1489,311
22,1485,244
23,1388,3307
24,1112,4575
25,86,4747
26,98,3838
27,1343,796
28,894,1232
29,539,3012
30,1243,927
31,1183,2990
32,522,4973
33,545,4613
34,1363,3720
35,882,3309
36,1230,3699
37,262,4694
38,1196,5111
39,944,812
40,259,2684
41,1121,2679
42,1357,2638
43,340,243
44,1448,2695
45,1073,2178
46,880,1099
47,122,5009
48,799,1633
49,1189,1231
50,1102,996
51,1154,363
52,522,4689
53,69,3204
54,164,3205
55,895,1318
56,33,4995
57,1351,1106
58,915,2071
59,1299,786
60,1163,265
61,177,679
62,271,938
63,1409,4824
64,1395,232
65,1331,3495
66,980,4997
67,1308,1785
68,275,2745
69,38,4830
70,343,3612
71,844,1989
72,1262,1502
73,497,1219
74,431,488
75,222,550
76,434,1795
77,676,2290
78,1038,1802
79,1439,2428
80,950,803
81,57,5109
82,1220,4944
83,643,4998
84,1427,2506
85,983,5127
86,1086,50
87,309,3645
88,272,2678
89,825,1957
90,169,1538
91,1436,3357
92,773,2319
93,656,817
94,129,2037
95,1189,4342
96,418,4076
97,773,3234
98,288,3877
99,528,4328
100,1083,1484
101,137,3957
102,930,3693
103,996,5199
104,87,1213
105,1240,1932
106,203,4522
107,419,328
108,62,2569
109,593,4357
110,1206,1597
111,625,1028
112,1274,981
113,487,2552
114,349,2123
115,108,4233
116,495,2127
117,323,3138
118,370,2066
119,295,3790
120,933,955
121,68,1238
122,790,4724
123,344,4489
124,619,1267
125,473,3264
126,26,2320
127,1443,2161
128,174,2767
129,689,1049
130,449,481
131,293,1156
132,968,1802
133,548,3326
134,455,1639
135,139,3191
136,947,3989
137,1190,5015
138,865,2228
139,843,5132
140,1289,919
141,58,2691
142,492,3024
143,214,775
144,843,4209
145,957,225
