,herb,target
0,335,2292
1,446,1879
2,1406,2303
3,777,819
4,1410,4901
5,93,4932
6,1389,326
7,1332,3100
8,150,3845
9,979,4111
10,777,4817
11,996,4897
12,1106,4251
13,381,1030
14,1111,5053
15,1162,2483
16,1257,4756
17,1491,2209
18,1297,1925
19,712,3301
20,1389,700
21,962,1805
22,537,5092
23,566,1654
24,529,3550
25,1267,774
26,86,1281
27,687,4226
28,57,997
29,412,5047
30,111,1707
31,463,177
32,1336,2776
33,1141,4235
34,1447,2105
35,235,3005
36,1436,3764
37,595,3130
38,987,1060
39,978,3188
40,589,4751
41,567,2217
42,199,4917
43,1464,2941
44,660,2375
45,568,2834
46,17,1804
47,651,2684
48,363,569
49,436,841
50,1193,3227
51,338,2027
52,275,1212
53,591,4580
54,1143,2226
55,600,1963
56,780,1743
57,654,1662
58,845,5062
59,516,4544
60,317,5124
61,776,3384
62,365,921
63,1161,3316
64,1439,2331
65,1496,1686
66,1157,2089
67,207,1103
68,827,2474
69,870,4241
70,25,4076
71,334,1205
72,144,2211
73,798,1695
74,148,1993
75,1375,2541
76,146,1523
77,1181,756
78,492,1336
79,1111,565
80,645,3201
81,255,5172
82,1111,3512
83,459,3697
84,51,277
85,833,3624
86,1034,3809
87,1435,1665
88,560,2158
89,488,983
90,488,1652
91,615,4504
92,1032,923
93,938,4729
94,633,4545
95,499,2942
96,1428,2556
97,406,2090
98,406,3758
99,891,1051
100,278,1825
101,591,178
102,0,3419
103,1224,3952
104,1212,2889
105,327,4277
106,147,3821
107,547,1910
108,1032,3093
109,202,338
110,136,5010
111,1167,2288
112,500,4530
113,841,4159
114,1352,2064
115,65,1693
116,747,985
117,1248,402
118,1261,1380
119,935,543
120,1463,2243
121,9,777
122,367,1371
123,902,3771
124,768,2165
125,813,4833
126,1300,3966
127,189,4099
128,1455,4546
129,1124,1016
130,62,3091
131,337,368
132,982,2053
133,135,297
134,1087,4655
135,1078,1632
136,628,4306
137,7,1754
138,1128,1996
