,herb,target
0,1450,746
1,171,3857
2,964,1635
3,382,1032
4,1108,2667
5,0,1531
6,583,4166
7,669,1605
8,170,4110
9,928,4685
10,739,2136
11,394,2817
12,119,60
13,935,3903
14,262,2859
15,783,4890
16,1042,3788
17,1113,5100
18,537,3027
19,1311,498
20,728,5188
21,1475,1627
22,225,3459
23,1044,2440
24,245,4791
25,1265,3034
26,1492,1271
27,942,3442
28,466,2562
29,225,5057
30,862,4891
31,860,1796
32,595,4710
33,1355,3949
34,437,1800
35,986,923
36,754,2754
37,125,2989
38,213,3986
39,114,3301
40,350,787
41,5,4727
42,939,4241
43,1226,3700
44,627,1528
45,864,1578
46,264,283
47,311,3022
48,510,3506
49,1151,739
50,986,3739
51,126,2608
52,795,3017
53,1000,3473
54,1386,4341
55,1050,2628
56,517,4438
57,1487,1366
58,1321,2854
59,445,605
60,110,2994
61,841,796
62,1145,2302
63,1173,1121
64,423,1370
65,268,4632
66,210,1365
67,635,1801
68,982,4413
69,934,453
70,881,4301
71,1398,2063
72,90,2005
73,86,3037
74,606,1210
75,422,5176
76,665,5186
77,672,4019
78,670,4139
79,1021,183
80,1173,27
81,950,3411
82,1185,4487
83,127,345
84,1056,4902
85,989,31
86,887,3503
87,1137,1709
88,595,3352
89,1118,1070
90,50,330
91,1200,2096
92,1327,1490
93,359,647
94,1342,1255
95,493,3888
96,1318,4665
97,389,248
98,742,1061
99,245,4832
100,739,4819
101,755,1789
102,170,2725
103,1292,4262
104,1131,4497
105,1004,1191
106,894,4616
107,1048,2323
108,676,3533
109,445,3783
110,344,1668
111,1449,2373
112,1287,3369
113,1204,1611
114,1477,158
115,437,4578
116,396,2236
117,727,1719
118,932,4265
119,635,3358
120,1103,1731
121,1311,1161
122,8,5082
123,1198,728
124,1426,3210
125,861,2673
126,453,4094
127,402,1019
128,1054,1214
129,368,1051
130,388,2683
131,816,3739
132,106,4163
133,231,3079
134,1256,2933
135,1446,676
136,284,1723
137,1476,1013
138,1233,1460
139,551,311
140,576,4666
141,416,4271
142,355,2814
143,114,192
144,9,2498
145,1480,4810
146,601,3072
147,869,2504
148,715,3752
149,165,174
150,1047,970
151,899,4375
152,1238,2103
153,176,4523
154,1081,411
155,153,5191
156,1416,1881
157,85,2642
158,1344,3990
159,108,514
160,884,3877
161,573,2155
162,1203,5165
163,30,4405
164,571,3497
165,1417,678
166,451,4156
167,1107,4388
168,1212,972
169,1034,172
170,646,569
171,1360,2680
172,522,4079
173,1375,703
174,1011,2158
175,682,3692
176,1408,435
177,1388,4154
178,342,1796
179,1266,4335
180,497,3840
181,1047,1605
182,409,3105
183,1001,4297
184,931,4591
185,205,2047
186,1138,2420
187,23,3815
188,35,4876
189,157,4530
190,1034,3080
191,107,206
192,129,597
193,1037,3397
194,1374,4992
195,144,2095
196,524,3697
197,290,934
198,755,636
199,1426,4
200,99,2714
201,1266,920
202,977,2256
203,1417,2354
204,1178,3094
205,351,1340
206,1170,3710
207,1165,4442
208,533,3893
209,672,39
210,937,3798
211,895,2802
212,110,4355
213,676,1392
214,435,2466
215,1474,3192
216,526,1358
217,520,647
218,786,2631
219,468,3126
220,785,2514
221,832,3609
222,1226,4787
223,439,3676
224,750,2941
225,630,2874
226,1291,207
227,1130,1051
228,1259,2830
229,868,301
230,640,2401
231,1236,2634
232,117,385
233,57,3724
234,1321,4449
235,459,2028
236,544,2658
237,234,4458
238,1112,3683
239,98,5072
240,318,740
241,433,684
242,1211,1800
243,1043,124
244,1145,3915
245,685,2361
246,939,2814
247,354,182
248,236,2981
249,683,4773
250,964,4728
251,23,1756
252,73,1493
253,760,4577
254,350,5102
255,536,1316
256,728,2
257,973,3317
258,583,1465
259,734,1979
260,1222,2226
261,346,74
262,760,3185
263,995,2211
264,1119,2414
265,339,106
266,1183,3873
267,960,3334
268,790,3453
269,1360,2877
270,357,1024
271,1119,2308
272,649,3684
273,1024,1845
274,790,2476
275,1009,4221
276,149,2692
277,460,470
278,866,4792
279,145,1780
280,48,1099
281,504,1004
282,301,2377
283,674,4839
284,449,4670
285,763,3250
286,199,460
287,913,3622
288,1171,4017
289,736,657
290,166,2459
291,716,2373
292,978,4317
293,5,2598
294,1016,3806
295,1092,1288
296,1310,2803
297,1200,4278
298,691,4656
299,184,1689
300,535,202
301,1210,1102
302,821,2046
303,664,926
304,917,893
305,1122,3597
306,834,2697
307,808,3079
308,485,44
309,724,2772
310,1132,1599
311,671,3894
312,178,2639
313,997,3463
314,12,2310
315,1352,3953
316,1383,3785
317,554,492
318,1226,1488
319,127,1120
320,622,2914
321,88,3245
322,921,1743
323,721,4024
324,1123,1394
325,313,1897
326,758,2222
327,265,4944
328,542,2290
329,592,3491
330,767,2880
331,457,4858
332,1000,2628
333,515,4665
334,966,3170
335,443,3947
336,750,5138
337,838,2024
338,1237,4189
339,538,1617
340,348,2008
341,983,3729
342,1299,2956
343,8,5054
344,961,3037
345,17,3434
346,367,2693
347,1453,3868
348,663,2731
349,1368,2819
350,1132,3788
351,510,4043
352,1159,1394
353,1077,4232
354,644,1904
355,1314,2349
356,1457,57
357,538,840
358,109,4429
359,1306,4211
360,1384,2122
361,246,1481
362,557,2668
363,532,4359
364,1216,912
365,747,529
366,74,4425
367,34,4121
368,1286,1474
369,1490,4704
370,85,3
371,677,4157
372,1129,2078
373,523,875
374,203,1950
375,118,4723
376,600,3553
377,837,4000
378,976,2447
379,1001,4721
380,928,1154
381,102,3961
382,1392,777
383,694,4255
384,596,410
385,1472,3343
386,1183,4529
387,465,1189
388,876,1272
389,953,1291
390,1493,2664
391,562,3729
392,394,5137
393,485,4058
394,966,4184
395,307,4917
396,149,4711
397,32,1022
398,1460,2775
399,1236,4635
400,1159,5042
401,1378,4597
402,1032,696
403,1189,4273
404,1035,2519
405,812,3501
406,530,1874
407,1378,4176
408,652,47
409,1252,1123
410,492,3407
411,774,1584
412,1265,4013
413,274,158
414,1027,1765
415,481,2555
416,98,2786
417,853,3848
418,964,1122
419,1200,1871
420,566,1271
421,21,3402
422,216,2756
423,1314,4996
424,71,1280
425,379,3155
426,573,2197
427,1475,3894
428,1006,891
429,1383,4118
430,1414,807
431,1361,2760
432,771,2084
