,herb,target
0,781,2356
1,650,2260
2,1357,4703
3,1129,4672
4,791,1118
5,882,230
6,801,3902
7,217,536
8,182,4205
9,826,4999
10,848,533
11,403,4619
12,924,2043
13,790,4128
14,850,743
15,662,3445
16,399,388
17,868,157
18,65,4787
19,929,3786
20,206,1876
21,1234,2890
22,1365,223
23,30,4925
24,445,4453
25,388,1791
26,1037,4527
27,902,4076
28,513,1712
29,799,336
30,1161,3835
31,1219,1960
32,84,2268
33,5,1668
34,87,4091
35,965,4017
36,1104,398
37,1269,4532
38,295,3523
39,1125,2169
40,504,2543
41,640,3229
42,246,2267
43,720,539
44,257,953
45,1142,3698
46,1487,600
47,623,1971
48,192,4021
49,523,420
50,96,2517
51,841,3258
52,601,2385
53,417,3798
54,419,2974
55,530,4506
56,819,2095
57,1493,1827
58,723,214
59,190,4306
60,243,3323
61,1416,2571
62,1413,5057
63,1402,3705
64,1440,3167
65,1190,4332
66,779,4868
67,335,3884
68,699,5084
69,84,3596
70,256,3348
71,142,4255
72,784,4567
73,1343,1276
74,1496,4234
75,1197,161
76,1255,132
77,1396,3906
78,800,1045
79,758,203
80,186,609
81,1339,3864
82,407,903
83,878,75
84,1246,1146
85,648,525
86,926,748
87,1282,2536
88,1258,305
89,1347,4805
90,1068,4270
91,1207,4685
92,893,881
93,329,3430
94,1250,2408
95,318,4080
96,566,4324
97,236,4958
98,345,2150
99,555,543
100,11,4626
101,284,1721
102,567,958
103,840,198
104,1305,4017
105,686,1721
106,1210,1776
107,103,422
108,915,886
109,1346,3666
110,1360,2625
111,279,3770
112,1278,156
113,1290,5021
114,314,2260
115,556,1776
116,757,3751
117,1297,2454
118,1029,888
119,936,1173
120,36,1637
121,267,2368
122,1145,1509
123,507,4587
124,856,4740
125,882,4061
126,773,4858
127,407,1496
128,306,3233
129,1360,2002
130,1292,908
131,349,3680
132,149,870
133,788,2013
134,295,2401
135,243,3579
136,280,4766
137,168,3392
138,602,4920
139,940,1565
140,644,1539
141,374,99
142,316,4986
143,1260,1064
144,0,965
145,1201,3890
146,1325,4528
147,824,4010
148,1419,3062
149,1324,2851
150,958,2326
151,757,2245
152,1308,1266
153,339,2195
154,1465,2721
155,548,2152
156,201,4773
157,1283,5014
158,817,3248
159,63,3223
160,780,1790
161,137,866
162,1433,1245
163,797,4843
164,1185,3881
165,1407,1452
166,318,2650
167,1447,3635
168,306,3935
169,1286,4487
170,764,5196
171,944,4991
172,1031,4615
173,392,4024
174,983,1047
175,938,958
176,1023,221
177,245,4908
178,505,957
179,149,772
180,328,157
181,347,2649
182,1041,3333
183,482,1711
184,450,1143
185,1335,4760
186,614,1671
187,590,1589
188,171,4065
189,21,4267
190,843,4837
191,293,264
192,35,1243
193,1472,3859
194,671,985
195,210,4770
196,1198,1759
197,62,1638
198,391,2661
199,192,572
200,1448,4264
201,448,555
202,81,3150
203,435,1906
204,1386,3621
205,1062,4497
206,72,4692
207,1073,870
208,603,1273
209,559,2848
210,861,3334
211,1379,1681
212,345,5044
213,1019,1520
214,1208,1493
215,280,3086
216,1097,2493
217,108,2919
218,300,276
219,915,721
220,317,4944
221,1022,3475
222,727,3750
223,1487,1537
224,411,1475
225,830,4108
226,691,3637
227,405,2876
228,1368,3781
229,524,613
230,1064,21
231,1248,1995
232,827,2063
233,1490,1313
234,844,1547
235,1081,3474
236,300,3996
237,1132,2122
238,702,4842
239,1276,1758
240,804,3055
241,84,1453
242,202,2592
243,490,3507
244,1094,3385
245,307,3340
246,1124,4543
247,709,3468
248,422,2421
249,204,2508
250,1126,905
251,361,4949
252,509,3987
253,1051,3774
254,1262,3245
255,744,2183
256,680,3751
257,592,1580
258,1404,5059
259,303,2918
260,201,4928
261,540,915
262,1411,3372
263,1377,743
264,1114,1450
265,128,2177
266,779,1083
267,24,213
268,1317,5167
269,614,3188
270,357,2240
271,1067,4354
272,925,1869
273,355,5162
274,1120,4951
275,949,3173
276,1200,1526
277,972,4911
278,30,606
279,973,2935
280,1357,3326
281,730,1053
282,86,3168
283,1358,4441
284,1436,2023
285,11,876
286,715,1502
287,916,673
288,379,3560
289,930,4895
290,722,3380
291,434,419
292,1332,1406
293,188,3643
294,1130,3983
295,586,2059
296,1394,2498
297,1462,5191
298,334,4987
299,84,1934
300,538,2635
301,1408,4485
302,984,40
303,266,1593
304,1263,2061
305,300,371
306,1106,1855
307,1046,764
308,487,368
309,1423,441
310,618,2708
311,407,2181
312,1493,192
313,962,1794
314,1386,4791
315,139,3184
316,1075,4421
317,123,3501
318,721,1211
319,1180,4132
320,1465,2503
321,478,2485
322,876,2713
323,1152,5073
324,776,4583
325,1375,2338
326,1030,2328
327,725,3633
328,727,2587
