,herb,target
0,224,4116
1,305,1813
2,1074,2489
3,1421,1580
4,514,2158
5,646,3700
6,616,1725
7,1210,1173
8,33,2097
9,1011,4370
10,794,4968
11,152,889
12,639,4696
13,19,3542
14,827,2365
15,525,684
16,935,1964
17,929,4918
18,327,4047
19,1372,4413
20,1066,4876
21,1057,2085
22,535,158
23,1326,2764
24,12,4043
25,760,935
26,725,324
27,939,3875
28,61,1362
29,1300,12
30,717,3991
31,758,2622
32,519,3945
33,629,1786
34,1175,548
35,429,3746
36,374,5213
37,313,3096
38,812,1314
39,3,3821
40,882,182
41,256,4598
42,84,1210
43,302,2091
44,229,4819
45,461,2453
46,1299,1275
47,665,4850
48,1057,850
49,3,2662
50,646,3092
51,257,7
52,1196,1989
53,280,2601
54,140,3196
55,1447,837
56,921,3270
57,1454,2872
58,77,2881
59,883,1889
60,231,1906
61,195,1432
62,855,4332
63,200,886
64,886,1376
65,170,3131
66,311,3824
67,458,4733
68,1074,5172
69,1091,4832
70,22,4675
71,116,724
72,1062,4812
73,1285,3725
74,595,4411
75,1390,5057
76,217,135
77,1457,1286
78,716,3900
79,1403,2971
80,1281,204
81,503,1848
82,128,1383
83,1092,2142
84,158,4050
85,605,438
86,435,5057
87,9,1695
88,1008,3990
89,1381,2778
90,401,3807
91,1049,137
92,1281,539
93,663,2905
94,743,1438
95,1455,4118
96,974,468
97,522,433
98,171,93
99,484,4713
100,778,4487
101,458,2546
102,368,3563
103,928,2797
104,1296,3802
105,1366,4795
106,490,1157
107,822,2836
108,410,3594
109,1390,872
110,1143,3012
111,302,32
112,207,160
113,383,5183
114,550,4209
115,746,3864
116,1319,1678
117,288,1114
118,531,5177
119,87,1321
120,132,2151
121,557,2682
122,1016,2207
123,1402,1741
124,1140,4872
125,1439,1465
126,481,3863
127,242,3049
128,1313,141
129,28,3597
130,1399,3846
131,1168,1487
132,23,1593
133,388,3694
134,698,1933
135,1297,1400
136,1341,2391
137,1398,3707
138,1087,809
139,863,12
140,398,2580
141,82,4267
142,1439,2107
143,1205,3471
144,696,2717
145,774,1646
146,1157,2236
147,270,4902
148,20,1841
149,252,3865
150,818,4369
151,1472,3011
152,1266,4366
153,503,4673
154,471,4912
155,776,5141
156,372,3179
157,198,2832
158,1367,2610
159,959,3133
160,789,1329
161,1371,4193
162,1169,2275
163,417,935
164,655,2095
165,1168,885
166,1363,3477
167,605,4347
168,1129,4709
169,330,4073
170,70,4678
171,653,3540
172,859,537
173,713,970
174,204,4546
175,427,3068
176,38,1844
177,464,1678
178,1419,487
179,1421,3730
180,1150,3622
181,575,249
182,572,2419
183,370,424
184,746,2634
185,622,4591
186,89,431
187,1027,2877
188,862,4890
189,636,2581
190,386,1881
191,680,1592
192,765,995
193,604,2005
194,1462,570
195,66,615
196,1134,583
197,272,4027
198,1088,4501
199,906,4701
200,533,2403
201,357,5083
202,733,873
203,516,151
204,971,1417
205,63,1735
206,1023,3733
207,1378,1675
208,1303,3372
209,1044,2764
210,958,4719
211,459,1176
212,1301,1681
213,877,4806
214,449,4356
215,696,2385
216,522,1849
217,438,2160
218,1250,1769
219,1123,4771
220,578,1611
221,1010,4756
222,858,4227
223,803,5009
224,459,1866
225,1160,2639
226,1116,2509
227,161,4034
228,792,4581
229,381,1962
230,288,2997
231,449,444
232,1035,3215
233,405,1349
234,336,3768
235,663,46
236,458,2778
237,1370,3893
238,382,4890
239,1143,2792
240,1120,320
241,892,577
242,1379,3448
243,1276,4404
244,1133,4414
245,1391,3415
246,396,4242
247,1214,3553
248,839,1104
249,1478,3166
250,1144,3256
251,824,998
252,294,771
253,1416,2232
254,1091,3394
255,37,4430
256,482,640
257,943,4965
258,340,5048
259,1136,3402
260,1160,4279
261,380,4691
262,206,4549
263,1250,4281
264,89,4683
265,175,2959
266,117,3103
