,herb,target
0,1366,3223
1,1133,1802
2,1305,3226
3,902,4476
4,461,1935
5,1091,4334
6,450,3160
7,762,1576
8,1474,2909
9,827,4545
10,713,2019
11,581,5088
12,134,4098
13,1081,1690
14,324,2847
15,584,3012
16,477,1022
17,324,181
18,993,3605
19,1361,2224
20,368,759
21,262,4640
22,54,92
23,1384,2160
24,208,1925
25,545,2941
26,1378,4248
27,1139,3956
28,499,3667
29,466,3786
30,1344,1174
31,167,1258
32,158,3430
33,217,2031
34,217,1940
35,597,4172
36,847,1679
37,40,2963
38,425,4534
39,36,5057
40,1493,2369
41,458,3917
42,757,4309
43,1002,4566
44,948,4304
45,1149,4065
46,1393,2208
47,1287,1781
48,1041,1409
49,1169,5059
50,1019,2232
51,1142,2069
52,1061,4606
53,77,3084
54,1044,2571
55,6,846
56,545,215
57,950,3710
58,778,4442
59,324,2672
60,841,5124
61,1413,198
62,586,1198
63,1490,949
64,817,1473
65,1013,263
66,739,1526
67,891,374
68,1170,4586
69,109,4103
70,113,1996
71,204,3638
72,1292,3177
73,1043,2675
74,1446,4511
75,281,1018
76,14,637
77,1052,2848
78,26,2700
79,826,4244
80,467,4633
81,1249,4557
82,812,113
83,1256,2246
84,361,2764
85,1153,1124
86,786,3814
87,665,4393
88,22,2024
89,1186,267
90,280,1524
91,102,1915
92,172,1515
93,106,3980
94,598,4512
95,452,1744
96,345,1929
97,24,2049
98,339,3953
99,373,1884
100,1086,111
101,54,1045
102,879,4250
103,457,3504
104,74,4538
105,1336,1540
106,786,4529
107,204,1013
108,452,2836
109,897,4593
110,719,5184
111,1320,3170
112,974,2516
113,930,4604
114,326,4361
115,1045,2266
116,1440,926
117,399,5051
118,326,4453
119,691,3226
120,826,4896
121,1367,1010
122,96,1536
123,1438,3152
124,575,5204
125,763,4092
126,1029,2023
127,1224,1846
128,335,3952
129,1078,1874
130,366,4048
131,246,1508
132,452,1380
133,199,4355
134,1232,5061
135,401,1506
136,1181,4081
137,657,299
138,940,1778
139,486,4224
140,41,3206
141,268,3464
142,76,1277
143,1396,5089
144,667,3385
145,572,3887
146,1208,2555
147,1247,350
148,324,940
149,958,1885
150,675,1733
151,646,4652
152,94,301
153,1424,4486
154,798,2500
155,353,2655
156,965,2511
157,556,2213
158,1057,1745
159,585,762
160,487,3631
161,601,1445
162,0,280
163,1464,3922
164,88,1889
165,1249,3444
166,148,3146
167,1225,1687
168,1445,2694
169,658,3160
170,265,5169
171,1460,3818
172,136,2614
173,1022,2897
174,397,1195
175,958,5210
176,1264,4683
177,353,4642
178,1118,2401
179,387,3558
180,1314,2898
181,1085,1876
182,1458,753
183,1147,3999
184,774,1886
185,1137,2385
186,987,1456
187,1416,4484
188,78,1145
189,1328,3415
190,979,0
191,94,2964
192,1434,1024
193,530,2114
194,1104,1892
195,69,1591
196,1136,4028
197,611,3545
198,1007,896
199,1127,1414
200,604,2797
201,66,4065
202,548,3478
203,482,3393
204,580,2186
205,959,2057
206,1254,1764
207,170,2835
208,1492,4072
209,561,4889
210,1026,893
211,797,986
212,1176,2084
213,1422,2614
214,678,4067
215,1042,4874
216,1130,5204
217,974,1289
218,161,837
219,1066,4403
220,26,4747
221,912,1446
222,315,4244
223,1026,2225
224,1376,2457
225,1204,4215
226,893,3142
227,914,1855
228,1251,4723
229,265,1109
230,1008,4394
231,173,5152
232,211,5079
233,768,5077
234,3,3683
235,237,908
236,129,1726
237,1002,1587
238,79,3579
239,95,3394
240,1188,3482
241,165,688
242,884,280
243,413,1032
244,1321,3797
245,984,811
246,1246,597
247,627,4775
248,924,1812
249,512,374
250,1207,58
251,771,936
252,944,2934
253,193,1551
254,954,3891
255,519,3612
256,107,3309
257,168,4515
258,158,96
259,1299,1616
260,232,144
261,1338,860
262,922,4809
263,792,792
264,932,3555
265,1165,4598
266,813,1286
267,477,260
268,25,2087
269,609,543
270,721,3695
271,971,4673
272,571,3195
273,217,3984
274,1340,1943
275,732,2330
276,1470,871
277,1291,833
278,132,2250
279,413,5150
280,124,1963
281,1076,4913
282,1176,3011
283,1168,839
284,502,4013
285,53,2164
286,257,3676
287,805,699
288,25,3374
289,245,425
290,723,2653
291,908,2502
292,615,3136
293,381,600
294,1267,2441
295,539,2434
296,296,4081
297,953,1644
298,338,4271
299,900,1571
300,596,738
301,381,1410
302,303,3761
303,1083,592
304,1496,684
305,517,975
306,416,2344
307,448,299
308,1478,1404
309,962,2827
310,1003,5148
311,752,1374
312,545,1705
313,653,576
314,281,1472
315,0,575
316,932,3062
317,46,4396
318,1200,4416
319,33,5101
320,845,4603
321,119,1471
322,1111,2668
323,649,1852
324,99,4435
325,63,2992
326,184,4011
327,74,3492
328,1001,4881
329,653,3452
330,1018,3418
331,197,1060
332,750,2562
333,724,4877
334,77,224
335,190,2165
336,842,3480
337,164,1185
338,474,1858
339,1204,1148
340,778,1077
341,693,980
342,206,417
343,367,3190
344,526,1539
345,1053,1418
346,801,2813
347,1347,1635
348,569,1767
349,163,76
350,333,4715
351,1341,3777
352,341,2210
353,965,936
354,1119,4533
355,1369,3516
356,538,2884
357,688,4083
358,478,3382
359,791,4875
360,1115,133
361,1263,1200
362,239,3193
363,1090,1289
364,135,2713
365,1271,3361
366,104,4176
367,692,850
368,235,671
369,549,4084
370,157,984
371,1496,2596
372,1071,4002
373,797,625
374,167,551
375,319,898
376,1184,2008
377,1402,2517
378,1359,41
379,1415,3753
380,544,3373
381,1489,3381
382,1207,2151
383,75,2107
384,910,5132
385,960,290
386,281,580
387,457,4059
388,118,2286
389,1033,1751
390,694,251
391,435,499
392,1482,4011
393,234,3876
394,64,1134
395,190,3246
396,1291,1095
397,4,4702
398,726,1373
399,129,1837
400,744,4960
401,1416,588
402,106,4950
403,1316,1107
404,297,193
405,1435,3221
406,1280,2611
407,175,4122
408,642,1825
409,1242,1179
410,46,4264
411,1000,4625
412,1406,1751
413,1481,4795
414,124,3586
415,1041,1004
416,342,3598
417,77,2120
418,219,4430
419,711,1633
420,480,2016
421,315,1015
422,343,2486
423,1292,196
424,1007,4140
425,1119,4120
426,1286,4234
427,366,639
428,493,2497
429,1336,3738
430,1381,1824
431,937,2010
432,72,1518
433,752,907
434,926,1177
435,135,329
436,975,4018
437,460,2555
