,herb,target
0,883,2000
1,392,2085
2,872,3005
3,348,2319
4,736,4830
5,922,4258
6,1380,185
7,1166,368
8,1321,1067
9,320,4482
10,1496,1130
11,432,2690
12,1141,4042
13,324,836
14,715,3245
15,525,3608
16,764,3026
17,800,245
18,308,1799
19,917,1572
20,1408,808
21,506,3624
22,193,4355
23,877,1621
24,145,4330
25,470,1649
26,13,1481
27,61,2369
28,66,1766
29,1147,988
30,125,4469
31,62,3585
32,1443,3447
33,1420,1877
34,1293,1315
35,1370,3272
36,165,3511
37,1138,2222
38,1132,1828
39,1297,3544
40,382,3418
41,317,3282
42,503,3762
43,64,2774
44,1232,3644
45,960,3593
46,1237,5030
47,368,2559
48,336,1173
49,1172,3933
50,210,3913
51,1052,1498
52,1045,2963
53,35,1850
54,546,99
55,1343,4491
56,1160,194
57,594,607
58,824,217
59,1288,1968
60,670,2414
61,680,688
62,1475,3643
63,424,515
64,854,1417
65,61,4654
66,12,2713
67,192,5139
68,1103,2761
69,923,975
70,49,886
71,836,3943
72,666,1342
73,1379,4630
74,1034,1435
75,1050,1776
76,1038,3214
77,503,708
78,757,4923
79,1189,1175
80,925,4409
81,1356,4880
82,762,3678
83,788,610
84,1021,2942
85,681,149
86,1101,183
87,858,175
88,1262,959
89,1357,2271
90,1447,2782
91,1396,1950
92,704,1947
93,1411,2570
94,1411,1779
95,743,615
96,961,2736
97,428,5032
98,116,4993
99,1373,989
100,346,2280
101,801,4076
102,1088,4760
103,133,5157
104,288,1128
105,1406,651
106,1250,3432
107,562,469
108,750,5052
109,1035,4185
110,1457,1159
111,481,4170
112,53,487
113,569,3809
114,504,3910
115,1247,3099
116,220,2838
117,438,1387
118,878,1711
119,1240,1643
120,180,981
121,1281,4698
122,1367,3560
123,1181,724
124,459,2644
125,467,373
126,207,4796
127,43,3937
128,251,1063
129,320,248
130,1492,5148
131,554,2426
132,835,245
133,40,3353
134,247,3866
135,776,2121
136,1085,4595
137,575,3110
138,149,2343
139,1202,2105
140,1281,11
141,598,4787
142,561,1519
143,108,3244
144,319,3503
145,1368,2077
146,92,1815
147,717,3903
148,655,656
149,1046,4854
150,1107,2794
151,334,3035
152,113,4376
153,792,1629
154,1262,1706
155,839,2474
156,805,2312
157,56,5080
158,486,1312
159,795,1465
160,293,4999
161,1134,1544
162,1193,1274
163,1288,1105
164,12,5067
165,172,190
166,1332,167
167,338,4430
168,1437,2170
169,1458,540
170,538,3172
171,543,3500
172,1351,3382
173,176,2411
174,49,3723
175,1200,5161
176,37,2999
177,1287,4471
178,1472,3971
179,629,1214
180,1029,799
181,665,4859
182,545,4412
183,1293,1954
184,1125,1216
185,649,1642
186,980,4648
187,648,3061
188,276,3112
189,217,4056
190,132,142
191,941,3185
192,209,3314
193,74,4395
194,1254,2172
195,157,424
196,3,634
197,442,1784
198,415,4868
199,611,2948
200,146,3165
201,708,3851
202,1304,4904
203,425,2141
204,1366,1877
205,1292,3465
206,881,2666
207,1383,1838
208,570,5003
209,1310,5166
210,459,5037
211,1234,5209
212,489,738
213,1390,1940
214,10,4355
215,208,803
216,235,1667
217,861,4901
218,648,4441
219,1290,4896
220,36,3809
221,280,717
222,48,2521
223,835,4855
224,1002,795
225,662,3561
226,643,885
227,1418,4498
228,201,2998
229,356,961
230,1023,1929
231,1342,3846
232,381,4235
233,90,4367
234,1065,4509
235,931,2404
236,917,4004
237,1313,4930
238,783,1981
239,457,669
240,1373,4440
241,1480,4518
242,570,2947
243,253,2090
244,338,879
245,454,4374
246,1176,3989
247,417,3183
248,197,1299
249,1204,1557
250,1202,3243
251,847,1081
252,169,2363
253,669,4681
254,1208,2040
255,155,1919
256,220,4839
257,267,2694
258,1360,1412
259,67,2250
260,770,3605
261,375,880
262,103,1836
263,253,3016
264,661,1457
265,968,4267
266,1028,1027
267,296,2304
268,15,4130
269,1133,5131
270,1153,1622
271,446,2242
272,1235,1716
273,322,5078
274,208,4853
275,172,3875
276,1432,4749
277,148,1919
278,564,2603
279,397,3934
280,478,5044
281,912,663
282,276,1488
283,1246,4424
284,417,19
285,439,3046
286,1300,1082
287,324,3511
288,928,2323
289,649,4347
290,208,332
291,1452,2590
292,628,3419
293,1232,3971
294,308,703
295,357,3082
296,758,1301
297,980,1376
298,1294,5156
299,1317,4698
300,698,965
301,875,221
302,1293,1642
303,177,4509
304,1451,3484
305,1306,4093
306,544,1357
307,1170,390
308,1204,3582
309,1000,4396
310,593,3550
311,261,5066
312,648,3184
313,554,1281
314,339,3547
315,29,5000
316,1471,2296
317,1118,2138
318,1225,2062
319,182,3968
320,452,2143
321,1024,4510
322,535,1359
323,1380,2008
324,912,1175
325,1062,5194
326,976,1337
327,1316,4444
328,967,3937
329,585,1639
330,0,674
331,1166,3739
332,1154,1542
333,94,4785
334,999,1734
335,561,1517
336,79,1090
337,285,2881
338,391,3441
339,468,470
340,412,1975
341,96,5123
342,1156,1641
343,1344,1570
344,105,5010
345,714,428
346,525,4258
347,93,3568
348,82,173
349,381,1317
350,285,4004
351,1055,238
352,324,2299
353,994,864
354,1174,3791
355,902,651
356,227,3464
357,1204,4213
358,559,1620
359,86,4373
360,1319,4814
361,1435,1288
362,330,1495
363,743,3220
364,282,2118
365,893,5182
366,590,4068
367,1391,4471
368,1207,5103
369,1272,466
370,1262,295
371,1064,4031
372,746,4020
373,1095,4373
374,857,4257
375,771,3462
376,684,5208
377,301,5148
378,225,5137
379,1452,3868
380,1230,1087
381,1017,1731
382,203,340
383,397,908
384,805,180
385,1419,1049
386,1338,1807
387,1314,270
388,780,3196
389,435,3436
390,850,3240
391,926,3594
392,253,4446
393,1491,2624
394,12,5200
395,590,4072
396,662,3619
397,898,2003
398,482,3918
399,782,134
400,1257,4630
401,360,2986
402,1457,442
403,1272,4016
404,1081,3520
405,500,4062
406,683,2979
407,1483,1975
408,58,429
409,1455,4538
410,574,1368
411,1109,1866
412,864,1621
413,369,1356
414,659,2514
415,1047,1915
416,980,1889
417,1316,3101
418,102,4026
419,282,705
420,1438,81
421,967,1666
422,561,4940
423,131,3713
424,769,4341
425,662,3547
426,545,3553
427,22,595
428,749,1744
429,572,2821
430,1478,852
431,1431,1981
432,603,1268
433,682,3833
434,377,2526
435,792,364
436,693,1093
437,668,2380
438,929,2469
439,659,4778
440,131,112
441,321,4815
442,1012,4803
443,1373,3361
444,181,2810
445,230,2245
446,1307,1276
447,672,2345
448,95,2709
449,719,1
450,1404,4156
451,893,4434
452,993,4683
453,957,354
454,323,1799
455,45,4620
456,359,2247
457,1205,2621
458,730,3153
459,48,782
460,1371,2766
461,775,2187
462,574,2586
463,1363,4627
464,1067,4447
465,308,874
466,1063,1565
467,1444,4884
468,1337,1701
469,613,3914
470,1314,2532
471,1145,860
472,904,724
473,611,4409
474,1453,5115
475,1235,5193
476,348,3973
477,925,3180
478,1211,3758
479,362,4111
480,1276,1170
481,1247,1062
482,1190,2804
483,456,1257
484,321,1565
485,204,4929
486,329,369
487,887,1725
488,2,4536
489,1191,1958
490,1112,3461
491,675,884
492,974,1078
493,256,3618
494,1292,2286
495,356,901
496,1270,2414
497,166,2471
498,578,3877
499,907,369
500,117,3909
501,483,3152
502,322,4252
503,1323,421
504,38,1390
505,795,2894
506,911,3833
507,694,1785
508,616,866
509,1082,4608
510,635,2114
511,1282,4257
512,772,2526
513,581,1474
514,1032,1048
515,1340,1170
516,91,4363
517,1101,2630
518,40,2501
519,366,2099
520,1206,1165
521,1433,3177
522,1228,3411
523,728,4262
524,1321,1458
525,416,3606
526,81,5157
527,1039,519
528,533,3071
529,776,2734
530,414,2993
531,635,2210
532,246,5038
533,1257,2378
534,318,2627
535,1060,3454
536,1190,311
537,615,2272
538,135,4044
539,1251,5086
540,464,3696
541,84,1982
542,979,2338
543,1082,4243
544,486,2799
545,593,3827
546,440,1955
547,837,2155
548,335,3469
549,617,523
550,757,2559
551,322,1503
552,1097,2929
553,1392,4826
554,600,1533
555,307,2842
556,508,2130
557,847,1015
558,236,4401
559,662,701
560,704,3260
561,661,2184
562,181,1175
563,1366,4004
564,1244,930
565,292,1897
566,1216,1863
567,314,3554
568,227,2931
569,1397,1997
570,47,1862
571,1292,4429
572,1421,4242
573,921,661
574,1079,1690
575,14,3166
576,460,1060
577,714,4909
578,474,4706
579,1062,2365
580,22,2276
581,1154,2086
582,794,3855
583,54,3485
584,1240,4691
585,1087,684
586,310,4181
587,569,489
588,1173,3282
589,1110,2116
590,860,1819
591,1256,4269
592,887,3129
593,41,4831
594,1022,4355
595,483,2463
596,1102,3498
597,1268,990
598,877,3612
599,891,422
600,1082,1395
601,1138,4495
602,916,4278
603,625,3364
604,1082,914
605,402,3071
606,1042,2671
607,494,1698
608,1483,2272
609,949,369
610,619,27
611,35,32
612,1254,1181
613,805,3009
614,475,4629
615,1336,3843
616,674,3906
617,1123,318
618,46,1329
619,666,1400
620,1125,1671
621,590,3111
622,544,416
623,1082,1068
624,1351,4507
625,779,4035
626,1050,4891
627,516,3231
628,305,3383
629,354,5098
630,1048,3991
631,1255,727
632,466,3179
633,1419,2953
634,1210,4773
635,9,4570
636,442,2916
637,1371,5077
638,1379,3011
639,1013,3130
640,1406,1080
641,1266,689
642,1023,3551
643,1252,1008
644,1304,4626
645,966,1531
646,1054,2306
647,892,3412
648,1451,3900
649,896,1973
650,1410,1098
651,725,3065
652,837,4164
653,494,3844
654,177,2393
655,1172,645
656,1201,1480
657,745,2008
658,1267,4465
659,1277,1747
660,888,4840
661,1421,4099
662,1291,3587
663,196,3400
664,720,2632
665,1113,161
666,690,936
667,572,2142
668,1053,4098
