,herb,target
0,848,2848
1,1170,4555
2,1201,5043
3,714,4852
4,641,3423
5,195,4108
6,669,584
7,808,3542
8,1058,418
9,465,4560
10,744,1499
11,1104,2768
12,1006,282
13,755,3996
14,273,4318
15,1389,1743
16,79,715
17,883,859
18,931,312
19,641,1032
20,1216,4375
21,549,59
22,258,634
23,1061,4838
24,486,2651
25,1252,5128
26,860,4838
27,332,128
28,1227,175
29,1461,52
30,172,4735
31,1468,962
32,861,3073
33,706,2210
34,1385,1510
35,1213,224
36,1225,4535
37,539,4470
38,1398,277
39,360,4872
40,1278,2207
41,812,781
42,867,5168
43,1117,1095
44,47,3877
45,919,783
46,832,4867
47,826,920
48,1412,455
49,604,3470
50,1150,323
51,779,1420
52,331,3694
53,1215,315
54,554,1173
55,763,3322
56,32,1710
57,55,3925
58,906,3871
59,629,4377
60,1273,1972
61,1298,4052
62,184,4999
63,1463,2474
64,124,1427
65,801,754
66,565,60
67,289,4766
68,222,3489
69,825,161
70,297,1683
71,12,535
72,1030,3439
73,585,3240
74,634,1650
75,1474,402
76,122,4139
77,1335,2625
78,466,410
79,1059,1622
80,611,1924
81,157,3348
82,812,4316
83,242,2765
84,235,3351
85,602,405
86,625,48
87,153,2417
88,773,4668
89,595,4453
90,413,2553
91,288,3246
92,97,691
93,449,3923
94,302,1801
95,1217,2375
96,1390,514
97,19,5132
98,275,1668
99,1248,4348
100,859,2070
101,1215,4063
102,441,510
103,1398,1824
104,954,1699
105,1138,3730
106,575,4670
107,1478,2052
108,359,4314
109,1272,572
110,951,3541
111,425,3707
112,583,159
113,1404,4491
114,222,4253
115,555,2644
116,967,2950
117,659,3904
118,395,704
119,251,796
120,241,3894
121,180,4631
122,318,2830
123,985,1468
124,885,5183
125,685,918
126,270,3202
127,458,1115
128,1192,4371
129,1281,787
130,616,4187
131,189,4218
132,225,2363
133,1392,1808
134,1091,1893
135,13,1448
136,249,863
137,103,1439
138,283,2776
139,969,5136
140,266,4534
141,915,4843
142,778,2130
143,495,3507
144,238,4122
145,1108,3903
146,576,501
147,1472,1718
148,1452,2170
149,770,293
150,526,1245
151,943,5218
152,664,3453
153,517,9
154,1128,1796
155,1065,3558
156,1053,405
157,693,3290
158,1054,4394
159,291,4370
160,752,1624
161,204,4648
162,1326,4743
163,1393,2718
164,114,1213
165,487,1584
166,1041,671
167,101,3793
168,1439,230
